grp	subgrp	label	value
0	0	01-title	[vim] NERDTreeで 起動時に開いたときにファイルの方にカーソルを合わせる  ~ 0から始めるvim ~
0	0	02-titleUrlName	https://qiita.com/ymiyamae/items/3fa77d85163fb734b359
0	0	03-tag	Vim
0	0	04-tagUrlName	https://qiita.com/tags/vim
0	1	03-tag	vimrc
0	1	04-tagUrlName	https://qiita.com/tags/vimrc
0	2	03-tag	NERDTree
0	2	04-tagUrlName	https://qiita.com/tags/nerdtree
0	3	03-tag	dein.vim
0	3	04-tagUrlName	https://qiita.com/tags/dein.vim
1	0	01-title	dein.vim で ディレクトリツリーを表示させる方法  ~ 0から始めるvim ~
1	0	02-titleUrlName	https://qiita.com/ymiyamae/items/561cb4a5b247deb2ebc1
1	0	03-tag	Vim
1	0	04-tagUrlName	https://qiita.com/tags/vim
1	1	03-tag	vimrc
1	1	04-tagUrlName	https://qiita.com/tags/vimrc
1	2	03-tag	NERDTree
1	2	04-tagUrlName	https://qiita.com/tags/nerdtree
1	3	03-tag	dein.vim
1	3	04-tagUrlName	https://qiita.com/tags/dein.vim
2	0	01-title	pythonでsocket通信を勉強しよう
2	0	02-titleUrlName	https://qiita.com/__init__/items/5c89fa5b37b8c5ed32a4
2	0	03-tag	socket
2	0	04-tagUrlName	https://qiita.com/tags/socket
2	1	03-tag	Python3
2	1	04-tagUrlName	https://qiita.com/tags/python3
3	0	01-title	font-sizeの単位をvwにしてデバイスサイズに合わせて拡縮する
3	0	02-titleUrlName	https://qiita.com/katsunory/items/3bede89cee8e2ded8426
3	0	03-tag	CSS
3	0	04-tagUrlName	https://qiita.com/tags/css
3	1	03-tag	CSS3
3	1	04-tagUrlName	https://qiita.com/tags/css3
3	2	03-tag	Sass
3	2	04-tagUrlName	https://qiita.com/tags/sass
3	3	03-tag	レスポンシブ
3	3	04-tagUrlName	https://qiita.com/tags/%e3%83%ac%e3%82%b9%e3%83%9d%e3%83%b3%e3%82%b7%e3%83%96
4	0	01-title	未知の端末に対応するレスポンシブデザイン
4	0	02-titleUrlName	https://qiita.com/kenz_firespeed/items/5cab42ad323913957935
4	0	03-tag	iPhone
4	0	04-tagUrlName	https://qiita.com/tags/iphone
4	1	03-tag	Android
4	1	04-tagUrlName	https://qiita.com/tags/android
4	2	03-tag	HTML5
4	2	04-tagUrlName	https://qiita.com/tags/html5
4	3	03-tag	iPad
4	3	04-tagUrlName	https://qiita.com/tags/ipad
4	4	03-tag	レスポンシブ
4	4	04-tagUrlName	https://qiita.com/tags/%e3%83%ac%e3%82%b9%e3%83%9d%e3%83%b3%e3%82%b7%e3%83%96
5	0	01-title	もう逃げない。HTMLのviewportをちゃんと理解する
5	0	02-titleUrlName	https://qiita.com/ryounagaoka/items/045b2808a5ed43f96607
5	0	03-tag	HTML
5	0	04-tagUrlName	https://qiita.com/tags/html
6	0	01-title	Rのこれだけ覚えておけばいいdata.tableの使い方
6	0	02-titleUrlName	https://qiita.com/gigamori/items/3f923cdd188736132237
6	0	03-tag	R
6	0	04-tagUrlName	https://qiita.com/tags/r
7	0	01-title	細かすぎて使わない R 小技集
7	0	02-titleUrlName	https://qiita.com/U25CE/items/1c6c03f06bd8be93230c
7	0	03-tag	R
7	0	04-tagUrlName	https://qiita.com/tags/r
8	0	01-title	dplyrを使いこなす！Window関数編
8	0	02-titleUrlName	https://qiita.com/matsuou1/items/db6e8c48fcfd791dd876
8	0	03-tag	R
8	0	04-tagUrlName	https://qiita.com/tags/r
8	1	03-tag	dplyr
8	1	04-tagUrlName	https://qiita.com/tags/dplyr
9	0	01-title	RStudio Shiny チュートリアル レッスン5 Rスクリプトとデータの利用
