grp	subgrp	label	value
0	0	01-title	DockerでUbuntu + CUDA環境作ろうとして keyboard-configuration に邪魔されたとき
0	0	02-titleUrlName	https://qiita.com/munky69rock/items/4c3a076fe496045de5f1
0	0	03-tag	CUDA
0	0	04-tagUrlName	https://qiita.com/tags/cuda
0	1	03-tag	Docker
0	1	04-tagUrlName	https://qiita.com/tags/docker
0	2	03-tag	ubuntu16.04
0	2	04-tagUrlName	https://qiita.com/tags/ubuntu16.04
1	0	01-title	Django REST Frameworkを使って爆速でAPIを実装する
1	0	02-titleUrlName	https://qiita.com/kimihiro_n/items/86e0a9e619720e57ecd8
1	0	03-tag	Python
1	0	04-tagUrlName	https://qiita.com/tags/python
1	1	03-tag	Django
1	1	04-tagUrlName	https://qiita.com/tags/django
1	2	03-tag	api
1	2	04-tagUrlName	https://qiita.com/tags/api
1	3	03-tag	rest
1	3	04-tagUrlName	https://qiita.com/tags/rest
2	0	01-title	Djangoを最速でマスターする part1
2	0	02-titleUrlName	https://qiita.com/gragragrao/items/373057783ba8856124f3
2	0	03-tag	Python
2	0	04-tagUrlName	https://qiita.com/tags/python
2	1	03-tag	Django
2	1	04-tagUrlName	https://qiita.com/tags/django
3	0	01-title	Djangoの開発環境をDockerで作ってみた
3	0	02-titleUrlName	https://qiita.com/homines22/items/2730d26e932554b6fb58
3	0	03-tag	Django
3	0	04-tagUrlName	https://qiita.com/tags/django
3	1	03-tag	Ubuntu
3	1	04-tagUrlName	https://qiita.com/tags/ubuntu
3	2	03-tag	Docker
3	2	04-tagUrlName	https://qiita.com/tags/docker
4	0	01-title	GitLab CIでテスト・ビルド・デプロイを自動化する 
4	0	02-titleUrlName	https://qiita.com/bremen/items/f47f383b9931a840a25c
4	0	03-tag	GitLab
4	0	04-tagUrlName	https://qiita.com/tags/gitlab
4	1	03-tag	Docker
4	1	04-tagUrlName	https://qiita.com/tags/docker
4	2	03-tag	GitLab-CI
4	2	04-tagUrlName	https://qiita.com/tags/gitlab-ci
5	0	01-title	Dockerで自宅GitLab環境構築~GitLab-CIの初歩まで
5	0	02-titleUrlName	https://qiita.com/ryuichi1208/items/1c08523b0ef34d05026f
5	0	03-tag	Git
5	0	04-tagUrlName	https://qiita.com/tags/git
5	1	03-tag	CI
5	1	04-tagUrlName	https://qiita.com/tags/ci
5	2	03-tag	GitLab
5	2	04-tagUrlName	https://qiita.com/tags/gitlab
5	3	03-tag	Docker
5	3	04-tagUrlName	https://qiita.com/tags/docker
6	0	01-title	Swiftをシェルスクリプトのように使う一番簡単な方法
6	0	02-titleUrlName	https://qiita.com/naokits/items/8f09ffc8bbc78ade366c
6	0	03-tag	Swift
6	0	04-tagUrlName	https://qiita.com/tags/swift
