grp	subgrp	label	value
0	0	01-title	Python3.8の新機能(2) - 代入式の導入
0	0	02-titleUrlName	https://qiita.com/ksato9700/items/d37efc6982365e24f6af
0	0	03-tag	Python
0	0	04-tagUrlName	https://qiita.com/tags/python
0	1	03-tag	Python3
0	1	04-tagUrlName	https://qiita.com/tags/python3
1	0	01-title	愛おしすぎるMandelbrot集合をProcessingで描く
1	0	02-titleUrlName	https://qiita.com/ryunryunryun/items/85a7e95186af4490198b
1	0	03-tag	Java
1	0	04-tagUrlName	https://qiita.com/tags/java
1	1	03-tag	processing
1	1	04-tagUrlName	https://qiita.com/tags/processing
1	2	03-tag	math
1	2	04-tagUrlName	https://qiita.com/tags/math
1	3	03-tag	Mandelbrot
1	3	04-tagUrlName	https://qiita.com/tags/mandelbrot
2	0	01-title	マンデルブロ集合の３次元への拡張が見たい！
2	0	02-titleUrlName	https://qiita.com/exp/items/a4bbcb8273a184eff41f
2	0	03-tag	Python
2	0	04-tagUrlName	https://qiita.com/tags/python
2	1	03-tag	数学
2	1	04-tagUrlName	https://qiita.com/tags/%e6%95%b0%e5%ad%a6
2	2	03-tag	ポエム
2	2	04-tagUrlName	https://qiita.com/tags/%e3%83%9d%e3%82%a8%e3%83%a0
3	0	01-title	SQLite3を試食する
3	0	02-titleUrlName	https://qiita.com/kitfactory/items/a8a3c2d0349bbb3e041f
3	0	03-tag	DB
3	0	04-tagUrlName	https://qiita.com/tags/db
3	1	03-tag	SQLite3
3	1	04-tagUrlName	https://qiita.com/tags/sqlite3
3	2	03-tag	sqlite
3	2	04-tagUrlName	https://qiita.com/tags/sqlite
4	0	01-title	PythonとRのデータの連携にSQLiteを使う
4	0	02-titleUrlName	https://qiita.com/tatekaiten/items/fde94c2efaf754b50fe7
4	0	03-tag	Python
4	0	04-tagUrlName	https://qiita.com/tags/python
4	1	03-tag	R
4	1	04-tagUrlName	https://qiita.com/tags/r
4	2	03-tag	SQLite3
4	2	04-tagUrlName	https://qiita.com/tags/sqlite3
4	3	03-tag	sqlite
4	3	04-tagUrlName	https://qiita.com/tags/sqlite
5	0	01-title	jupyter + SQLite
5	0	02-titleUrlName	https://qiita.com/kaz2018/items/b89d82f591c961b1b9e8
5	0	03-tag	Python
5	0	04-tagUrlName	https://qiita.com/tags/python
5	1	03-tag	SQLite3
5	1	04-tagUrlName	https://qiita.com/tags/sqlite3
5	2	03-tag	Jupyter
5	2	04-tagUrlName	https://qiita.com/tags/jupyter
6	0	01-title	JavaScriptで絵文字とサロゲートペアと結合文字とgrapheme clusterを正しく扱うのに少し苦労した話
6	0	02-titleUrlName	https://qiita.com/amanoese/items/68bb9999829de4323302
6	0	03-tag	JavaScript
6	0	04-tagUrlName	https://qiita.com/tags/javascript
6	1	03-tag	Node.js
6	1	04-tagUrlName	https://qiita.com/tags/node.js
6	2	03-tag	emoji
6	2	04-tagUrlName	https://qiita.com/tags/emoji
6	3	03-tag	unicode
6	3	04-tagUrlName	https://qiita.com/tags/unicode
6	4	03-tag	サロゲートペア
6	4	04-tagUrlName	https://qiita.com/tags/%e3%82%b5%e3%83%ad%e3%82%b2%e3%83%bc%e3%83%88%e3%83%9a%e3%82%a2
7	0	01-title	画像っぽい素数をシェル芸でつくる
7	0	02-titleUrlName	https://qiita.com/amanoese/items/0f9f1628bbac891d3837
7	0	03-tag	Bash
7	0	04-tagUrlName	https://qiita.com/tags/bash
7	1	03-tag	ImageMagick
7	1	04-tagUrlName	https://qiita.com/tags/imagemagick
7	2	03-tag	ワンライナー
7	2	04-tagUrlName	https://qiita.com/tags/%e3%83%af%e3%83%b3%e3%83%a9%e3%82%a4%e3%83%8a%e3%83%bc
7	3	03-tag	シェル芸
7	3	04-tagUrlName	https://qiita.com/tags/%e3%82%b7%e3%82%a7%e3%83%ab%e8%8a%b8
7	4	03-tag	素数
7	4	04-tagUrlName	https://qiita.com/tags/%e7%b4%a0%e6%95%b0
8	0	01-title	pandasで条件分岐(case when的な)によるデータ加工を網羅したい
8	0	02-titleUrlName	https://qiita.com/Hyperion13fleet/items/98c31744e66ac1fc1e9f
8	0	03-tag	SQL
8	0	04-tagUrlName	https://qiita.com/tags/sql
8	1	03-tag	pandas
8	1	04-tagUrlName	https://qiita.com/tags/pandas
8	2	03-tag	Python3
8	2	04-tagUrlName	https://qiita.com/tags/python3
9	0	01-title	[python] pandasのDataFrameからpostgresにテーブルを作成
9	0	02-titleUrlName	https://qiita.com/ko-da-k/items/60788f7422cf5e521ddf
9	0	03-tag	Python
9	0	04-tagUrlName	https://qiita.com/tags/python
9	1	03-tag	PostgreSQL
9	1	04-tagUrlName	https://qiita.com/tags/postgresql
9	2	03-tag	pandas
9	2	04-tagUrlName	https://qiita.com/tags/pandas
10	0	01-title	pandas で PostgreSQL の読み書き
10	0	02-titleUrlName	https://qiita.com/ekzemplaro/items/ce0768d2102c6ef3c82e
10	0	03-tag	PostgreSQL
10	0	04-tagUrlName	https://qiita.com/tags/postgresql
10	1	03-tag	pandas
10	1	04-tagUrlName	https://qiita.com/tags/pandas
10	2	03-tag	Python3
10	2	04-tagUrlName	https://qiita.com/tags/python3
11	0	01-title	indexからcolumnへ、columnからindexへ
11	0	02-titleUrlName	https://qiita.com/kyoro1/items/56c1606e0218fbfae32d
11	0	03-tag	Python
11	0	04-tagUrlName	https://qiita.com/tags/python
11	1	03-tag	pandas
11	1	04-tagUrlName	https://qiita.com/tags/pandas
12	0	01-title	(別解) Pythonで川渡り問題「宣教師と人喰い」を解く 【探索的（発見的）プログラム・再帰】
12	0	02-titleUrlName	https://qiita.com/shiracamus/items/ce536aaad95932dbbfb5
12	0	03-tag	Python
12	0	04-tagUrlName	https://qiita.com/tags/python
12	1	03-tag	Python3
12	1	04-tagUrlName	https://qiita.com/tags/python3
13	0	01-title	Pythonでフォルダ内のファイルリストを取得する
13	0	02-titleUrlName	https://qiita.com/amowwee/items/e63b3610ea750f7dba1b
13	0	03-tag	Python
13	0	04-tagUrlName	https://qiita.com/tags/python
14	0	01-title	[Python]リスト、タプル、辞書、集合の違い
14	0	02-titleUrlName	https://qiita.com/taro-ari/items/9f54536fe3c623813db1
14	0	03-tag	Python
14	0	04-tagUrlName	https://qiita.com/tags/python
14	1	03-tag	Python3
14	1	04-tagUrlName	https://qiita.com/tags/python3
14	2	03-tag	Jupyter
14	2	04-tagUrlName	https://qiita.com/tags/jupyter
15	0	01-title	python3x: parameterとして出てくる*argsと**kwargsって何を意味するの？
15	0	02-titleUrlName	https://qiita.com/weedslayer/items/9169b258b51088c32220
15	0	03-tag	Python
15	0	04-tagUrlName	https://qiita.com/tags/python
15	1	03-tag	difference
15	1	04-tagUrlName	https://qiita.com/tags/difference
15	2	03-tag	*arg
15	2	04-tagUrlName	https://qiita.com/tags/*arg
15	3	03-tag	**kwargs
15	3	04-tagUrlName	https://qiita.com/tags/**kwargs
16	0	01-title	Pythonの可変長引数 *args **kwargs について調べてみた
16	0	02-titleUrlName	https://qiita.com/tomopiro/items/0266a1adf7483cdd94c4
16	0	03-tag	Python
16	0	04-tagUrlName	https://qiita.com/tags/python
17	0	01-title	python で関数の引数の名前を取得する方法
17	0	02-titleUrlName	https://qiita.com/chankane/items/3909e9f2d1c5910cc60b
17	0	03-tag	callback
17	0	04-tagUrlName	https://qiita.com/tags/callback
17	1	03-tag	Python3
17	1	04-tagUrlName	https://qiita.com/tags/python3
17	2	03-tag	引数
17	2	04-tagUrlName	https://qiita.com/tags/%e5%bc%95%e6%95%b0
18	0	01-title	Pythonでコマンドライン引数を受け取る
18	0	02-titleUrlName	https://qiita.com/taashi/items/07bf75201a074e208ae5
18	0	03-tag	Python
18	0	04-tagUrlName	https://qiita.com/tags/python
18	1	03-tag	Python3
18	1	04-tagUrlName	https://qiita.com/tags/python3
19	0	01-title	Pythonにおけるリフレクション
19	0	02-titleUrlName	https://qiita.com/icoxfog417/items/bf04966d4e9706eb9e04
19	0	03-tag	Python
19	0	04-tagUrlName	https://qiita.com/tags/python
20	0	01-title	[Python] pandas データ加工
20	0	02-titleUrlName	https://qiita.com/hikaru_/items/4c92734070ab05d65bce
20	0	03-tag	Python
20	0	04-tagUrlName	https://qiita.com/tags/python
20	1	03-tag	pandas
20	1	04-tagUrlName	https://qiita.com/tags/pandas
21	0	01-title	pandas.DataFrameで、MultiIndexのカラムをフラットな形にrenameするする方法
21	0	02-titleUrlName	https://qiita.com/fuppi/items/e6657860f22beae84a03
21	0	03-tag	Python
21	0	04-tagUrlName	https://qiita.com/tags/python
21	1	03-tag	pandas
21	1	04-tagUrlName	https://qiita.com/tags/pandas
22	0	01-title	pandas.DataFrame.to_sqlの落とし穴と対処法
22	0	02-titleUrlName	https://qiita.com/fuppi/items/a2c28d64dc08c3c7e159
22	0	03-tag	Python
22	0	04-tagUrlName	https://qiita.com/tags/python
22	1	03-tag	MySQL
22	1	04-tagUrlName	https://qiita.com/tags/mysql
22	2	03-tag	sqlalchemy
22	2	04-tagUrlName	https://qiita.com/tags/sqlalchemy
22	3	03-tag	pandas
22	3	04-tagUrlName	https://qiita.com/tags/pandas
23	0	01-title	Pythonを使ってランダムな文字列を生成
23	0	02-titleUrlName	https://qiita.com/Scstechr/items/c3b2eb291f7c5b81902a
23	0	03-tag	Python
23	0	04-tagUrlName	https://qiita.com/tags/python
24	0	01-title	pandasで複数カラムを参照して高速に1行1行値を調整する際のメモ
24	0	02-titleUrlName	https://qiita.com/simonritchie/items/dd737a52cf32b662675c
24	0	03-tag	Python
24	0	04-tagUrlName	https://qiita.com/tags/python
24	1	03-tag	pandas
24	1	04-tagUrlName	https://qiita.com/tags/pandas
24	2	03-tag	Python3
24	2	04-tagUrlName	https://qiita.com/tags/python3
25	0	01-title	pandasメモ
25	0	02-titleUrlName	https://qiita.com/airtoxin/items/d66a22c5c7074e23be17
25	0	03-tag	Python
25	0	04-tagUrlName	https://qiita.com/tags/python
25	1	03-tag	pandas
25	1	04-tagUrlName	https://qiita.com/tags/pandas
26	0	01-title	python3で改行なしでprintする
26	0	02-titleUrlName	https://qiita.com/tortuepin/items/4fbf29e42f05cb4b02a5
26	0	03-tag	Python
26	0	04-tagUrlName	https://qiita.com/tags/python
27	0	01-title	競プロ等におけるpython3の標準入力
27	0	02-titleUrlName	https://qiita.com/zenrshon/items/c4f3849552348b3dbe67
27	0	03-tag	Python
27	0	04-tagUrlName	https://qiita.com/tags/python
27	1	03-tag	Python3
27	1	04-tagUrlName	https://qiita.com/tags/python3
28	0	01-title	Pythonの集合演算
28	0	02-titleUrlName	https://qiita.com/Tocyuki/items/0bc783daab382ef7a0ec
28	0	03-tag	Python
28	0	04-tagUrlName	https://qiita.com/tags/python
28	1	03-tag	Python3
28	1	04-tagUrlName	https://qiita.com/tags/python3
29	0	01-title	Python 3でのファイルのimportのしかたまとめ
29	0	02-titleUrlName	https://qiita.com/karadaharu/items/37403e6e82ae4417d1b3
29	0	03-tag	Python
29	0	04-tagUrlName	https://qiita.com/tags/python
29	1	03-tag	Python3
29	1	04-tagUrlName	https://qiita.com/tags/python3
30	0	01-title	Python - 関数を文字列から動的に呼び出す
30	0	02-titleUrlName	https://qiita.com/Chanmoro/items/9b0105e4c18bb76ed4e9
30	0	03-tag	Python
30	0	04-tagUrlName	https://qiita.com/tags/python
30	1	03-tag	黒魔術
30	1	04-tagUrlName	https://qiita.com/tags/%e9%bb%92%e9%ad%94%e8%a1%93
31	0	01-title	pythonの内包表記を少し詳しく
31	0	02-titleUrlName	https://qiita.com/y__sama/items/a2c458de97c4aa5a98e7
31	0	03-tag	Python
31	0	04-tagUrlName	https://qiita.com/tags/python
32	0	01-title	Python文字列操作マスター
32	0	02-titleUrlName	https://qiita.com/tomotaka_ito/items/594ee1396cf982ba9887
32	0	03-tag	Python
32	0	04-tagUrlName	https://qiita.com/tags/python
33	0	01-title	ズンドコキヨシ with SQL
33	0	02-titleUrlName	https://qiita.com/yancya/items/8f4ef2a0fdec367935ae
33	0	03-tag	PostgreSQL
33	0	04-tagUrlName	https://qiita.com/tags/postgresql
33	1	03-tag	ズンドコキヨシ
33	1	04-tagUrlName	https://qiita.com/tags/%e3%82%ba%e3%83%b3%e3%83%89%e3%82%b3%e3%82%ad%e3%83%a8%e3%82%b7
34	0	01-title	Ninjaの速さを体感するともはやMakeには戻れない
34	0	02-titleUrlName	https://qiita.com/shohirose/items/a1e2fcb1ea25fb4e7644
34	0	03-tag	C++
34	0	04-tagUrlName	https://qiita.com/tags/cpp
34	1	03-tag	Ninja
34	1	04-tagUrlName	https://qiita.com/tags/ninja
34	2	03-tag	Make
34	2	04-tagUrlName	https://qiita.com/tags/make
35	0	01-title	CMakeの使い方（その１）
35	0	02-titleUrlName	https://qiita.com/shohirose/items/45fb49c6b429e8b204ac
35	0	03-tag	C
35	0	04-tagUrlName	https://qiita.com/tags/c
35	1	03-tag	C++
35	1	04-tagUrlName	https://qiita.com/tags/cpp
35	2	03-tag	CMake
35	2	04-tagUrlName	https://qiita.com/tags/cmake
36	0	01-title	C++でクリーンなコードの書き方
36	0	02-titleUrlName	https://qiita.com/elipmoc101/items/01003c82dbd2e464a071
36	0	03-tag	C
36	0	04-tagUrlName	https://qiita.com/tags/c
36	1	03-tag	C++
36	1	04-tagUrlName	https://qiita.com/tags/cpp
36	2	03-tag	オブジェクト指向
36	2	04-tagUrlName	https://qiita.com/tags/%e3%82%aa%e3%83%96%e3%82%b8%e3%82%a7%e3%82%af%e3%83%88%e6%8c%87%e5%90%91
36	3	03-tag	設計
36	3	04-tagUrlName	https://qiita.com/tags/%e8%a8%ad%e8%a8%88
36	4	03-tag	oop
36	4	04-tagUrlName	https://qiita.com/tags/oop
37	0	01-title	今日見た凄いと思ったコード
37	0	02-titleUrlName	https://qiita.com/seno0x00/items/337c31dd0ad9888bfb7e
37	0	03-tag	C
37	0	04-tagUrlName	https://qiita.com/tags/c
37	1	03-tag	ネタ
37	1	04-tagUrlName	https://qiita.com/tags/%e3%83%8d%e3%82%bf
38	0	01-title	プログラマーのためのR言語入門
38	0	02-titleUrlName	https://qiita.com/stkdev/items/6aba2c1db2fa056170ae
38	0	03-tag	R
38	0	04-tagUrlName	https://qiita.com/tags/r
39	0	01-title	「コンピュータシステムの理論と実装」をやりきりました
39	0	02-titleUrlName	https://qiita.com/y-meguro/items/dc11c31cc2667aa20b3c
39	0	03-tag	VM
39	0	04-tagUrlName	https://qiita.com/tags/vm
39	1	03-tag	HDL
39	1	04-tagUrlName	https://qiita.com/tags/hdl
39	2	03-tag	アセンブラ
39	2	04-tagUrlName	https://qiita.com/tags/%e3%82%a2%e3%82%bb%e3%83%b3%e3%83%96%e3%83%a9
39	3	03-tag	OS
39	3	04-tagUrlName	https://qiita.com/tags/os
39	4	03-tag	コンピュータシステムの理論と実装
