grp	subgrp	label	value
0	0	01-title	VSCodeでDraw.ioが使えるようになったらしい！
0	0	02-titleUrlName	https://qiita.com/riku-shiru/items/5ab7c5aecdfea323ec4e
0	0	03-tag	VSCode
0	0	04-tagUrlName	https://qiita.com/tags/vscode
0	1	03-tag	Draw.io
0	1	04-tagUrlName	https://qiita.com/tags/draw.io
1	0	01-title	Gradle Shadow を使って fat JAR を作る手順
1	0	02-titleUrlName	https://qiita.com/kmdsbng/items/ab093146a62afa34b739
1	0	03-tag	gradle
1	0	04-tagUrlName	https://qiita.com/tags/gradle
2	0	01-title	cron, at, batchでジョブスケジューリングしよう
2	0	02-titleUrlName	https://qiita.com/pa_pa_paper/items/bf4b6a0e3485ddc838ce
2	0	03-tag	Linux
2	0	04-tagUrlName	https://qiita.com/tags/linux
3	0	01-title	gitconfig の基本を理解する
3	0	02-titleUrlName	https://qiita.com/shionit/items/fb4a1a30538f8d335b35
3	0	03-tag	Git
3	0	04-tagUrlName	https://qiita.com/tags/git
3	1	03-tag	gitconfig
3	1	04-tagUrlName	https://qiita.com/tags/gitconfig
4	0	01-title	bash で sqlite3 をいじるためのメモ
4	0	02-titleUrlName	https://qiita.com/arc279/items/bba7f6be362e376f06ab
4	0	03-tag	Bash
4	0	04-tagUrlName	https://qiita.com/tags/bash
4	1	03-tag	SQLite3
4	1	04-tagUrlName	https://qiita.com/tags/sqlite3
5	0	01-title	vscodeでRuby Solargraphを使用可能にするまで
5	0	02-titleUrlName	https://qiita.com/tequila0725/items/8e93dc894e0ab67d322f
5	0	03-tag	Ruby
5	0	04-tagUrlName	https://qiita.com/tags/ruby
5	1	03-tag	Mac
5	1	04-tagUrlName	https://qiita.com/tags/mac
5	2	03-tag	Gem
5	2	04-tagUrlName	https://qiita.com/tags/gem
5	3	03-tag	VSCode
5	3	04-tagUrlName	https://qiita.com/tags/vscode
6	0	01-title	辞書をpd.DataFrameに変換
6	0	02-titleUrlName	https://qiita.com/ShoheiKojima/items/30ee0925472b7b3e5d5c
6	0	03-tag	Python
6	0	04-tagUrlName	https://qiita.com/tags/python
6	1	03-tag	pandas
6	1	04-tagUrlName	https://qiita.com/tags/pandas
7	0	01-title	メルカリ「機械学習システムの設計パターン」を読んでみる
7	0	02-titleUrlName	https://qiita.com/tomo_makes/items/df5375363cb14f937b75
7	0	03-tag	機械学習
7	0	04-tagUrlName	https://qiita.com/tags/%e6%a9%9f%e6%a2%b0%e5%ad%a6%e7%bf%92
7	1	03-tag	MachineLearning
7	1	04-tagUrlName	https://qiita.com/tags/machinelearning
7	2	03-tag	DeepLearning
7	2	04-tagUrlName	https://qiita.com/tags/deeplearning
7	3	03-tag	深層学習
7	3	04-tagUrlName	https://qiita.com/tags/%e6%b7%b1%e5%b1%a4%e5%ad%a6%e7%bf%92
7	4	03-tag	MLOps
7	4	04-tagUrlName	https://qiita.com/tags/mlops
8	0	01-title	100万件データをサーバーから取得してブラウザに表示させるのにSpring WebFlux使ったら初期描画が速くなると思ったのでやってみた
8	0	02-titleUrlName	https://qiita.com/ota-meshi/items/2c01b118d9d1890cc97b
8	0	03-tag	Java
8	0	04-tagUrlName	https://qiita.com/tags/java
8	1	03-tag	JavaScript
8	1	04-tagUrlName	https://qiita.com/tags/javascript
8	2	03-tag	spring
8	2	04-tagUrlName	https://qiita.com/tags/spring
8	3	03-tag	CheetahGrid
8	3	04-tagUrlName	https://qiita.com/tags/cheetahgrid
8	4	03-tag	WebFlux
8	4	04-tagUrlName	https://qiita.com/tags/webflux
9	0	01-title	Apache Lucene 使い方メモ
9	0	02-titleUrlName	https://qiita.com/opengl-8080/items/8762b7f328964bd1cd92
9	0	03-tag	Java
9	0	04-tagUrlName	https://qiita.com/tags/java
9	1	03-tag	lucene
9	1	04-tagUrlName	https://qiita.com/tags/lucene
9	2	03-tag	全文検索
9	2	04-tagUrlName	https://qiita.com/tags/%e5%85%a8%e6%96%87%e6%a4%9c%e7%b4%a2
9	3	03-tag	検索エンジン
9	3	04-tagUrlName	https://qiita.com/tags/%e6%a4%9c%e7%b4%a2%e3%82%a8%e3%83%b3%e3%82%b8%e3%83%b3
10	0	01-title	64-bit Windows で MeCab の Java バインディングを使いたい
10	0	02-titleUrlName	https://qiita.com/kumazo/items/5c5c57d94b2080ffbb5a
10	0	03-tag	Java
10	0	04-tagUrlName	https://qiita.com/tags/java
10	1	03-tag	mecab
10	1	04-tagUrlName	https://qiita.com/tags/mecab
10	2	03-tag	Docker
10	2	04-tagUrlName	https://qiita.com/tags/docker
10	3	03-tag	MinGW-w64
10	3	04-tagUrlName	https://qiita.com/tags/mingw-w64
11	0	01-title	ラムダ式で３つ以上の引数に対応しよう
11	0	02-titleUrlName	https://qiita.com/c-cho/items/3e44fb800d1572262807
11	0	03-tag	Java
11	0	04-tagUrlName	https://qiita.com/tags/java
11	1	03-tag	java8
11	1	04-tagUrlName	https://qiita.com/tags/java8
12	0	01-title	enumのおさらいメモ
12	0	02-titleUrlName	https://qiita.com/rubytomato@github/items/6caa92eacdd812c867e5
12	0	03-tag	Java
12	0	04-tagUrlName	https://qiita.com/tags/java
13	0	01-title	言語処理100本ノック 2020を「Google Colaboratory」で楽々学習
13	0	02-titleUrlName	https://qiita.com/karaage0703/items/e4694d184bc0c6c6684d
13	0	03-tag	Python
13	0	04-tagUrlName	https://qiita.com/tags/python
13	1	03-tag	NLP
13	1	04-tagUrlName	https://qiita.com/tags/nlp
13	2	03-tag	言語処理100本ノック
13	2	04-tagUrlName	https://qiita.com/tags/%e8%a8%80%e8%aa%9e%e5%87%a6%e7%90%86100%e6%9c%ac%e3%83%8e%e3%83%83%e3%82%af
13	3	03-tag	言語処理系
13	3	04-tagUrlName	https://qiita.com/tags/%e8%a8%80%e8%aa%9e%e5%87%a6%e7%90%86%e7%b3%bb
13	4	03-tag	GoogleColaboratory
13	4	04-tagUrlName	https://qiita.com/tags/googlecolaboratory
14	0	01-title	Collectors.toMapで任意のMapクラスを返す
14	0	02-titleUrlName	https://qiita.com/shintaness/items/f4c0a446ac168c730b89
14	0	03-tag	Java
14	0	04-tagUrlName	https://qiita.com/tags/java
14	1	03-tag	java8
14	1	04-tagUrlName	https://qiita.com/tags/java8
14	2	03-tag	StreamAPI
14	2	04-tagUrlName	https://qiita.com/tags/streamapi
15	0	01-title	JAVAで文字列の類似度スコアを算出する
15	0	02-titleUrlName	https://qiita.com/hakozaki/items/856230d3f8e29d3302d6
15	0	03-tag	Java
15	0	04-tagUrlName	https://qiita.com/tags/java
15	1	03-tag	lucene
15	1	04-tagUrlName	https://qiita.com/tags/lucene
15	2	03-tag	類似度
15	2	04-tagUrlName	https://qiita.com/tags/%e9%a1%9e%e4%bc%bc%e5%ba%a6
15	3	03-tag	Levenshtein
15	3	04-tagUrlName	https://qiita.com/tags/levenshtein
15	4	03-tag	JaroWinkler
15	4	04-tagUrlName	https://qiita.com/tags/jarowinkler
16	0	01-title	Java 11 で追加されたAPIの一覧とサンプルコード
16	0	02-titleUrlName	https://qiita.com/YujiSoftware/items/72b0d1740392615e9ab6
16	0	03-tag	Java
16	0	04-tagUrlName	https://qiita.com/tags/java
17	0	01-title	WindowsアップデートでLinuxカーネルもアップデートされる時代に
17	0	02-titleUrlName	https://qiita.com/nekia/items/65c0f7b3d268667ae470
17	0	03-tag	開発環境
17	0	04-tagUrlName	https://qiita.com/tags/%e9%96%8b%e7%99%ba%e7%92%b0%e5%a2%83
17	1	03-tag	Docker
17	1	04-tagUrlName	https://qiita.com/tags/docker
17	2	03-tag	Windows10
17	2	04-tagUrlName	https://qiita.com/tags/windows10
17	3	03-tag	VSCode
17	3	04-tagUrlName	https://qiita.com/tags/vscode
17	4	03-tag	WSL2
17	4	04-tagUrlName	https://qiita.com/tags/wsl2
18	0	01-title	「機械学習はデータ集めるのが一番大変・・・」⇛Googleが大量の機械学習用データベースを無料公開してた
18	0	02-titleUrlName	https://qiita.com/ryuta69/items/90dd8d79b12e10606299
18	0	03-tag	Python
18	0	04-tagUrlName	https://qiita.com/tags/python
18	1	03-tag	機械学習
18	1	04-tagUrlName	https://qiita.com/tags/%e6%a9%9f%e6%a2%b0%e5%ad%a6%e7%bf%92
18	2	03-tag	Python3
18	2	04-tagUrlName	https://qiita.com/tags/python3
19	0	01-title	ツイートの文字数を **厳密に** 数える方法
19	0	02-titleUrlName	https://qiita.com/PND/items/17e87b8839c9099d2e70
19	0	03-tag	Python
19	0	04-tagUrlName	https://qiita.com/tags/python
19	1	03-tag	Twitter
19	1	04-tagUrlName	https://qiita.com/tags/twitter
19	2	03-tag	正規表現
19	2	04-tagUrlName	https://qiita.com/tags/%e6%ad%a3%e8%a6%8f%e8%a1%a8%e7%8f%be
19	3	03-tag	文字コード
19	3	04-tagUrlName	https://qiita.com/tags/%e6%96%87%e5%ad%97%e3%82%b3%e3%83%bc%e3%83%89
19	4	03-tag	unicode
19	4	04-tagUrlName	https://qiita.com/tags/unicode
20	0	01-title	4歳娘「パパ、そんなときはクロージャが役に立つんじゃない？」
20	0	02-titleUrlName	https://qiita.com/Yametaro/items/7a4521e23520947cc43e
20	0	03-tag	JavaScript
