grp	subgrp	label	value
0	0	01-title	Vagrantで複数の仮想マシンを立ち上げる　マルチマシン(Malti-Machine)設定
0	0	02-titleUrlName	https://qiita.com/zum/items/03da94291ffbc9af2244
0	0	03-tag	Vagrant
0	0	04-tagUrlName	https://qiita.com/tags/vagrant
0	1	03-tag	Docker
0	1	04-tagUrlName	https://qiita.com/tags/docker
1	0	01-title	KVMでホストオンリーネットワークを作る
1	0	02-titleUrlName	https://qiita.com/knqyf263/items/6865d0a61a23cb359476
1	0	03-tag	Linux
1	0	04-tagUrlName	https://qiita.com/tags/linux
1	1	03-tag	Network
1	1	04-tagUrlName	https://qiita.com/tags/network
1	2	03-tag	Ubuntu
1	2	04-tagUrlName	https://qiita.com/tags/ubuntu
1	3	03-tag	Vagrant
1	3	04-tagUrlName	https://qiita.com/tags/vagrant
1	4	03-tag	KVM
1	4	04-tagUrlName	https://qiita.com/tags/kvm
2	0	01-title	KVM環境で、OpenvSwitchでゲストVMを外部ネットワークと接続するメモ
2	0	02-titleUrlName	https://qiita.com/kure/items/8645c28cba67aae49519
2	0	03-tag	Linux
2	0	04-tagUrlName	https://qiita.com/tags/linux
2	1	03-tag	KVM
2	1	04-tagUrlName	https://qiita.com/tags/kvm
2	2	03-tag	仮想化
2	2	04-tagUrlName	https://qiita.com/tags/%e4%bb%ae%e6%83%b3%e5%8c%96
2	3	03-tag	OpenVSwitch
2	3	04-tagUrlName	https://qiita.com/tags/openvswitch
3	0	01-title	CentOS7でKVMを使って仮想マシンをつくってみた
3	0	02-titleUrlName	https://qiita.com/homines22/items/502b17a2eb2bedc89447
3	0	03-tag	CentOS
3	0	04-tagUrlName	https://qiita.com/tags/centos
3	1	03-tag	KVM
3	1	04-tagUrlName	https://qiita.com/tags/kvm
3	2	03-tag	centos7
3	2	04-tagUrlName	https://qiita.com/tags/centos7
4	0	01-title	VagrantコマンドとVagrantfileの設定メモ
4	0	02-titleUrlName	https://qiita.com/pugiemonn/items/bcd95a35c3ec7624cd61
4	0	03-tag	Vagrant
4	0	04-tagUrlName	https://qiita.com/tags/vagrant
5	0	01-title	Vagrant + Ansibleで環境構築をコード化する(1)導入
5	0	02-titleUrlName	https://qiita.com/hidekuro/items/81ae801b3cc5f72f0cc5
5	0	03-tag	Vagrant
5	0	04-tagUrlName	https://qiita.com/tags/vagrant
5	1	03-tag	Ansible
5	1	04-tagUrlName	https://qiita.com/tags/ansible
6	0	01-title	Linuxでコマンドラインからマシンスペックを確認する方法
6	0	02-titleUrlName	https://qiita.com/DaisukeMiyamoto/items/98ef077ddf44b5727c29
6	0	03-tag	Bash
6	0	04-tagUrlName	https://qiita.com/tags/bash
6	1	03-tag	Linux
6	1	04-tagUrlName	https://qiita.com/tags/linux
6	2	03-tag	CentOS
6	2	04-tagUrlName	https://qiita.com/tags/centos
6	3	03-tag	Ubuntu
6	3	04-tagUrlName	https://qiita.com/tags/ubuntu
6	4	03-tag	commandline
6	4	04-tagUrlName	https://qiita.com/tags/commandline
7	0	01-title	SMTPサーバとPOPサーバの実験を交えた詳解
7	0	02-titleUrlName	https://qiita.com/d-ebi/items/0809dd1aaed763b7eb66
7	0	03-tag	SMTP
7	0	04-tagUrlName	https://qiita.com/tags/smtp
7	1	03-tag	pop
7	1	04-tagUrlName	https://qiita.com/tags/pop
7	2	03-tag	pop3
7	2	04-tagUrlName	https://qiita.com/tags/pop3
8	0	01-title	DockerでSMTPサーバを30秒で構築する
8	0	02-titleUrlName	https://qiita.com/South_/items/a4041f6e393de6ff556b
8	0	03-tag	SMTP
8	0	04-tagUrlName	https://qiita.com/tags/smtp
8	1	03-tag	postfix
8	1	04-tagUrlName	https://qiita.com/tags/postfix
8	2	03-tag	Docker
8	2	04-tagUrlName	https://qiita.com/tags/docker
9	0	01-title	最短でZabbix 4.0をDockerで試す手順
9	0	02-titleUrlName	https://qiita.com/zembutsu/items/32f27fa8136b86620baf
9	0	03-tag	zabbix
9	0	04-tagUrlName	https://qiita.com/tags/zabbix
