grp	subgrp	label	value
0	0	01-title	[CentOS 7][KVM] 仮想マシンをホストと同じネットワークへ接続する方法2選＋1選追加
0	0	02-titleUrlName	https://qiita.com/sengoku/items/3b3715c6124cdd0afb00
0	0	03-tag	CentOS
0	0	04-tagUrlName	https://qiita.com/tags/centos
0	1	03-tag	KVM
0	1	04-tagUrlName	https://qiita.com/tags/kvm
0	2	03-tag	libvirtd
0	2	04-tagUrlName	https://qiita.com/tags/libvirtd
1	0	01-title	CentOS6でeth0にアドレスを設定する(CLI)
1	0	02-titleUrlName	https://qiita.com/tamamius/items/3af63f66ca81b165c319
1	0	03-tag	CentOS
1	0	04-tagUrlName	https://qiita.com/tags/centos
1	1	03-tag	vmware_player
1	1	04-tagUrlName	https://qiita.com/tags/vmware_player
2	0	01-title	Linuxで固定IP設定（設定ファイル・コマンド）
2	0	02-titleUrlName	https://qiita.com/routerman/items/4d19b3084fa58723830c
2	0	03-tag	Linux
2	0	04-tagUrlName	https://qiita.com/tags/linux
2	1	03-tag	CentOS
2	1	04-tagUrlName	https://qiita.com/tags/centos
2	2	03-tag	Network
2	2	04-tagUrlName	https://qiita.com/tags/network
2	3	03-tag	Ubuntu
2	3	04-tagUrlName	https://qiita.com/tags/ubuntu
3	0	01-title	テキストの N行目 を抜き出すコマンド
3	0	02-titleUrlName	https://qiita.com/b4b4r07/items/eae06d140f95ae5deb77
3	0	03-tag	Bash
3	0	04-tagUrlName	https://qiita.com/tags/bash
4	0	01-title	Ansibleをはじめる人に。
4	0	02-titleUrlName	https://qiita.com/t_nakayama0714/items/fe55ee56d6446f67113c
4	0	03-tag	Ansible
4	0	04-tagUrlName	https://qiita.com/tags/ansible
5	0	01-title	インフラエンジニアじゃなくても押さえておきたいSSHの基礎知識
5	0	02-titleUrlName	https://qiita.com/tag1216/items/5d06bad7468f731f590e
5	0	03-tag	Linux
5	0	04-tagUrlName	https://qiita.com/tags/linux
5	1	03-tag	SSH
5	1	04-tagUrlName	https://qiita.com/tags/ssh
5	2	03-tag	OpenSSH
5	2	04-tagUrlName	https://qiita.com/tags/openssh
6	0	01-title	Dockerのネットワークをbridgeで外と繋げる
6	0	02-titleUrlName	https://qiita.com/kjtanaka/items/c2fd862ca91a63d74166
6	0	03-tag	Docker
6	0	04-tagUrlName	https://qiita.com/tags/docker
7	0	01-title	Vim script でアヤメの品種を分類する
7	0	02-titleUrlName	https://qiita.com/mattn/items/ef38ac31a36ca48732e8
7	0	03-tag	Vim
7	0	04-tagUrlName	https://qiita.com/tags/vim
7	1	03-tag	機械学習
7	1	04-tagUrlName	https://qiita.com/tags/%e6%a9%9f%e6%a2%b0%e5%ad%a6%e7%bf%92
7	2	03-tag	vimscript
7	2	04-tagUrlName	https://qiita.com/tags/vimscript
7	3	03-tag	ロジスティック回帰
7	3	04-tagUrlName	https://qiita.com/tags/%e3%83%ad%e3%82%b8%e3%82%b9%e3%83%86%e3%82%a3%e3%83%83%e3%82%af%e5%9b%9e%e5%b8%b0
8	0	01-title	Dockerコンテナを直接OpenvSwitchに接続するには(lxcドライバ使用)
8	0	02-titleUrlName	https://qiita.com/yokoc1322/items/68e445ca9f5662b8bec5
8	0	03-tag	Docker
8	0	04-tagUrlName	https://qiita.com/tags/docker
8	1	03-tag	OpenVSwitch
8	1	04-tagUrlName	https://qiita.com/tags/openvswitch
9	0	01-title	bridge、2つのIP設定、macvlan
9	0	02-titleUrlName	https://qiita.com/tukiyo3/items/e4c6cfd01dbe6af59e78
9	0	03-tag	Ubuntu
9	0	04-tagUrlName	https://qiita.com/tags/ubuntu
10	0	01-title	CentOS7でNIC名を任意に変更する
10	0	02-titleUrlName	https://qiita.com/saxxos/items/1281b8fc578149e6e307
10	0	03-tag	CentOS
10	0	04-tagUrlName	https://qiita.com/tags/centos
10	1	03-tag	centos7
10	1	04-tagUrlName	https://qiita.com/tags/centos7
10	2	03-tag	NIC
10	2	04-tagUrlName	https://qiita.com/tags/nic
11	0	01-title	Docker Machine リファレンス
11	0	02-titleUrlName	https://qiita.com/spesnova/items/073dd64a8a1d580d9ae9
11	0	03-tag	Docker
11	0	04-tagUrlName	https://qiita.com/tags/docker
11	1	03-tag	docker-machine
11	1	04-tagUrlName	https://qiita.com/tags/docker-machine
12	0	01-title	シェルの入出力制御あれこれ
12	0	02-titleUrlName	https://qiita.com/tag1216/items/7ce35b7c27d371165e56
12	0	03-tag	ShellScript
12	0	04-tagUrlName	https://qiita.com/tags/shellscript
12	1	03-tag	Bash
12	1	04-tagUrlName	https://qiita.com/tags/bash
13	0	01-title	WindowsでDocker Machineを試してみる
13	0	02-titleUrlName	https://qiita.com/fkooo/items/356c9954181c00818f12
13	0	03-tag	Docker
13	0	04-tagUrlName	https://qiita.com/tags/docker
13	1	03-tag	Hyper-V
13	1	04-tagUrlName	https://qiita.com/tags/hyper-v
13	2	03-tag	Windows10
13	2	04-tagUrlName	https://qiita.com/tags/windows10
13	3	03-tag	docker-machine
13	3	04-tagUrlName	https://qiita.com/tags/docker-machine
14	0	01-title	一定時間でシェルコマンドを終了させるたった1つの方法
14	0	02-titleUrlName	https://qiita.com/ma2saka/items/741b614418bf8fce04de
14	0	03-tag	Linux
14	0	04-tagUrlName	https://qiita.com/tags/linux
14	1	03-tag	tips
14	1	04-tagUrlName	https://qiita.com/tags/tips
14	2	03-tag	coreutils
14	2	04-tagUrlName	https://qiita.com/tags/coreutils
14	3	03-tag	シェルスクリプト
14	3	04-tagUrlName	https://qiita.com/tags/%e3%82%b7%e3%82%a7%e3%83%ab%e3%82%b9%e3%82%af%e3%83%aa%e3%83%97%e3%83%88
15	0	01-title	Docker privileged オプションについて
15	0	02-titleUrlName	https://qiita.com/muddydixon/items/d2982ab0846002bf3ea8
15	0	03-tag	Docker
15	0	04-tagUrlName	https://qiita.com/tags/docker
16	0	01-title	リポジトリのcloneとforkの違い
16	0	02-titleUrlName	https://qiita.com/matsubox/items/09904e4c51e6bc267990
16	0	03-tag	Git
16	0	04-tagUrlName	https://qiita.com/tags/git
16	1	03-tag	GitHub
16	1	04-tagUrlName	https://qiita.com/tags/github
17	0	01-title	grepでAND検索とOR検索
