type	name	mode	prot	user	group
file	/bin/pdfopen	0755	-rwxr-xr-x	root	root
file	/bin/pdfseparate	0755	-rwxr-xr-x	root	root
file	/bin/pdfsig	0755	-rwxr-xr-x	root	root
file	/bin/pdftex	0755	-rwxr-xr-x	root	root
file	/bin/pdftocairo	0755	-rwxr-xr-x	root	root
file	/bin/pdftohtml	0755	-rwxr-xr-x	root	root
file	/bin/pdftoppm	0755	-rwxr-xr-x	root	root
file	/bin/pdftops	0755	-rwxr-xr-x	root	root
file	/bin/pdftosrc	0755	-rwxr-xr-x	root	root
file	/bin/pdftotext	0755	-rwxr-xr-x	root	root
file	/bin/pdfunite	0755	-rwxr-xr-x	root	root
link	/bin/pdfxmltex	0777	lrwxrwxrwx	root	root
link	/bin/pdvitomp	0777	lrwxrwxrwx	root	root
file	/bin/pdvitype	0755	-rwxr-xr-x	root	root
file	/bin/peco	0755	-rwxr-xr-x	root	root
file	/bin/pee	0755	-rwxr-xr-x	root	root
file	/bin/peekfd	0755	-rwxr-xr-x	root	root
file	/bin/perl	0755	-rwxr-xr-x	root	root
file	/bin/perl5.30-x86_64-linux-gnu	0755	-rwxr-xr-x	root	root
file	/bin/perl5.30.0	0755	-rwxr-xr-x	root	root
file	/bin/perlbug	0755	-rwxr-xr-x	root	root
file	/bin/perldoc	0755	-rwxr-xr-x	root	root
file	/bin/perli11ndoc	0755	-rwxr-xr-x	root	root
file	/bin/perlivp	0755	-rwxr-xr-x	root	root
link	/bin/perltex	0777	lrwxrwxrwx	root	root
file	/bin/perlthanks	0755	-rwxr-xr-x	root	root
file	/bin/pf2afm	0755	-rwxr-xr-x	root	root
file	/bin/pfb2pfa	0755	-rwxr-xr-x	root	root
file	/bin/pfbtopfa	0755	-rwxr-xr-x	root	root
link	/bin/pftp	0777	lrwxrwxrwx	root	root
file	/bin/pgmbentley	0755	-rwxr-xr-x	root	root
file	/bin/pgmcrater	0755	-rwxr-xr-x	root	root
file	/bin/pgmedge	0755	-rwxr-xr-x	root	root
file	/bin/pgmenhance	0755	-rwxr-xr-x	root	root
file	/bin/pgmhist	0755	-rwxr-xr-x	root	root
file	/bin/pgmkernel	0755	-rwxr-xr-x	root	root
file	/bin/pgmnoise	0755	-rwxr-xr-x	root	root
link	/bin/pgmnorm	0777	lrwxrwxrwx	root	root
link	/bin/pgmoil	0777	lrwxrwxrwx	root	root
file	/bin/pgmramp	0755	-rwxr-xr-x	root	root
file	/bin/pgmslice	0755	-rwxr-xr-x	root	root
file	/bin/pgmtexture	0755	-rwxr-xr-x	root	root
file	/bin/pgmtofs	0755	-rwxr-xr-x	root	root
file	/bin/pgmtolispm	0755	-rwxr-xr-x	root	root
file	/bin/pgmtopbm	0755	-rwxr-xr-x	root	root
file	/bin/pgmtoppm	0755	-rwxr-xr-x	root	root
file	/bin/pgrep	0755	-rwxr-xr-x	root	root
link	/bin/phar	0777	lrwxrwxrwx	root	root
link	/bin/phar.phar	0777	lrwxrwxrwx	root	root
file	/bin/phar.phar7.4	0755	-rwxr-xr-x	root	root
link	/bin/phar7.4	0777	lrwxrwxrwx	root	root
link	/bin/php	0777	lrwxrwxrwx	root	root
file	/bin/php7.4	0755	-rwxr-xr-x	root	root
file	/bin/pi1toppm	0755	-rwxr-xr-x	root	root
file	/bin/pi3topbm	0755	-rwxr-xr-x	root	root
file	/bin/pic	0755	-rwxr-xr-x	root	root
link	/bin/pico	0777	lrwxrwxrwx	root	root
file	/bin/piconv	0755	-rwxr-xr-x	root	root
link	/bin/pidof	0777	lrwxrwxrwx	root	root
file	/bin/pidproxy	0755	-rwxr-xr-x	root	root
file	/bin/pigz	0755	-rwxr-xr-x	root	root
link	/bin/pinentry	0777	lrwxrwxrwx	root	root
file	/bin/pinentry-curses	0755	-rwxr-xr-x	root	root
file	/bin/pinentry-gnome3	0755	-rwxr-xr-x	root	root
link	/bin/pinentry-x11	0777	lrwxrwxrwx	root	root
file	/bin/ping	0755	-rwxr-xr-x	root	root
link	/bin/ping4	0777	lrwxrwxrwx	root	root
link	/bin/ping6	0777	lrwxrwxrwx	root	root
file	/bin/pinky	0755	-rwxr-xr-x	root	root
file	/bin/pip3	0755	-rwxr-xr-x	root	root
file	/bin/pjtoppm	0755	-rwxr-xr-x	root	root
file	/bin/pk2bm	0755	-rwxr-xr-x	root	root
file	/bin/pkaction	0755	-rwxr-xr-x	root	root
file	/bin/pkcheck	0755	-rwxr-xr-x	root	root
file	/bin/pkcon	0755	-rwxr-xr-x	root	root
file	/bin/pkexec	4755	-rwsr-xr-x	root	root
file	/bin/pkg-config	0755	-rwxr-xr-x	root	root
file	/bin/pkgdata	0755	-rwxr-xr-x	root	root
link	/bin/pkill	0777	lrwxrwxrwx	root	root
file	/bin/pkmon	0755	-rwxr-xr-x	root	root
file	/bin/pktogf	0755	-rwxr-xr-x	root	root
file	/bin/pkttyagent	0755	-rwxr-xr-x	root	root
file	/bin/pktype	0755	-rwxr-xr-x	root	root
file	/bin/pl2pm	0755	-rwxr-xr-x	root	root
file	/bin/pldd	0755	-rwxr-xr-x	root	root
file	/bin/plog	0755	-rwxr-xr-x	root	root
file	/bin/pltotf	0755	-rwxr-xr-x	root	root
file	/bin/plymouth	0755	-rwxr-xr-x	root	root
file	/bin/pmap	0755	-rwxr-xr-x	root	root
file	/bin/pmpost	0755	-rwxr-xr-x	root	root
file	/bin/pmxab	0755	-rwxr-xr-x	root	root
link	/bin/pn2pdf	0777	lrwxrwxrwx	root	root
file	/bin/pngtopnm	0755	-rwxr-xr-x	root	root
file	/bin/pnm2ppa	0755	-rwxr-xr-x	root	root
file	/bin/pnmalias	0755	-rwxr-xr-x	root	root
file	/bin/pnmarith	0755	-rwxr-xr-x	root	root
file	/bin/pnmcat	0755	-rwxr-xr-x	root	root
file	/bin/pnmcolormap	0755	-rwxr-xr-x	root	root
file	/bin/pnmcomp	0755	-rwxr-xr-x	root	root
file	/bin/pnmconvol	0755	-rwxr-xr-x	root	root
file	/bin/pnmcrop	0755	-rwxr-xr-x	root	root
file	/bin/pnmcut	0755	-rwxr-xr-x	root	root
file	/bin/pnmdepth	0755	-rwxr-xr-x	root	root
file	/bin/pnmenlarge	0755	-rwxr-xr-x	root	root
file	/bin/pnmfile	0755	-rwxr-xr-x	root	root
file	/bin/pnmflip	0755	-rwxr-xr-x	root	root
file	/bin/pnmgamma	0755	-rwxr-xr-x	root	root
file	/bin/pnmhisteq	0755	-rwxr-xr-x	root	root
file	/bin/pnmhistmap	0755	-rwxr-xr-x	root	root
file	/bin/pnmindex	0755	-rwxr-xr-x	root	root
link	/bin/pnminterp	0777	lrwxrwxrwx	root	root
link	/bin/pnminterp-gen	0777	lrwxrwxrwx	root	root
file	/bin/pnminvert	0755	-rwxr-xr-x	root	root
file	/bin/pnmmargin	0755	-rwxr-xr-x	root	root
file	/bin/pnmmontage	0755	-rwxr-xr-x	root	root
file	/bin/pnmnlfilt	0755	-rwxr-xr-x	root	root
link	/bin/pnmnoraw	0777	lrwxrwxrwx	root	root
file	/bin/pnmnorm	0755	-rwxr-xr-x	root	root
file	/bin/pnmpad	0755	-rwxr-xr-x	root	root
file	/bin/pnmpaste	0755	-rwxr-xr-x	root	root
file	/bin/pnmpsnr	0755	-rwxr-xr-x	root	root
file	/bin/pnmquant	0755	-rwxr-xr-x	root	root
file	/bin/pnmremap	0755	-rwxr-xr-x	root	root
file	/bin/pnmrotate	0755	-rwxr-xr-x	root	root
file	/bin/pnmscale	0755	-rwxr-xr-x	root	root
file	/bin/pnmscalefixed	0755	-rwxr-xr-x	root	root
file	/bin/pnmshear	0755	-rwxr-xr-x	root	root
file	/bin/pnmsmooth	0755	-rwxr-xr-x	root	root
file	/bin/pnmsplit	0755	-rwxr-xr-x	root	root
file	/bin/pnmtile	0755	-rwxr-xr-x	root	root
file	/bin/pnmtoddif	0755	-rwxr-xr-x	root	root
file	/bin/pnmtofiasco	0755	-rwxr-xr-x	root	root
file	/bin/pnmtofits	0755	-rwxr-xr-x	root	root
file	/bin/pnmtojpeg	0755	-rwxr-xr-x	root	root
file	/bin/pnmtopalm	0755	-rwxr-xr-x	root	root
file	/bin/pnmtoplainpnm	0755	-rwxr-xr-x	root	root
file	/bin/pnmtopng	0755	-rwxr-xr-x	root	root
file	/bin/pnmtops	0755	-rwxr-xr-x	root	root
file	/bin/pnmtorast	0755	-rwxr-xr-x	root	root
file	/bin/pnmtorle	0755	-rwxr-xr-x	root	root
file	/bin/pnmtosgi	0755	-rwxr-xr-x	root	root
file	/bin/pnmtosir	0755	-rwxr-xr-x	root	root
file	/bin/pnmtotiff	0755	-rwxr-xr-x	root	root
file	/bin/pnmtotiffcmyk	0755	-rwxr-xr-x	root	root
file	/bin/pnmtoxwd	0755	-rwxr-xr-x	root	root
file	/bin/po2debconf	0755	-rwxr-xr-x	root	root
file	/bin/pod2html	0755	-rwxr-xr-x	root	root
file	/bin/pod2man	0755	-rwxr-xr-x	root	root
file	/bin/pod2text	0755	-rwxr-xr-x	root	root
file	/bin/pod2usage	0755	-rwxr-xr-x	root	root
file	/bin/podchecker	0755	-rwxr-xr-x	root	root
file	/bin/podebconf-display-po	0755	-rwxr-xr-x	root	root
file	/bin/podebconf-report-po	0755	-rwxr-xr-x	root	root
file	/bin/podselect	0755	-rwxr-xr-x	root	root
file	/bin/poff	0755	-rwxr-xr-x	root	root
file	/bin/pon	0755	-rwxr-xr-x	root	root
file	/bin/pooltype	0755	-rwxr-xr-x	root	root
file	/bin/portablectl	0755	-rwxr-xr-x	root	root
file	/bin/ppdc	0755	-rwxr-xr-x	root	root
file	/bin/ppdhtml	0755	-rwxr-xr-x	root	root
file	/bin/ppdi	0755	-rwxr-xr-x	root	root
file	/bin/ppdmerge	0755	-rwxr-xr-x	root	root
file	/bin/ppdpo	0755	-rwxr-xr-x	root	root
file	/bin/pphs	0755	-rwxr-xr-x	root	root
file	/bin/ppltotf	0755	-rwxr-xr-x	root	root
file	/bin/ppm3d	0755	-rwxr-xr-x	root	root
file	/bin/ppmbrighten	0755	-rwxr-xr-x	root	root
file	/bin/ppmchange	0755	-rwxr-xr-x	root	root
file	/bin/ppmcie	0755	-rwxr-xr-x	root	root
file	/bin/ppmcolormask	0755	-rwxr-xr-x	root	root
file	/bin/ppmcolors	0755	-rwxr-xr-x	root	root
file	/bin/ppmdim	0755	-rwxr-xr-x	root	root
file	/bin/ppmdist	0755	-rwxr-xr-x	root	root
file	/bin/ppmdither	0755	-rwxr-xr-x	root	root
file	/bin/ppmfade	0755	-rwxr-xr-x	root	root
file	/bin/ppmflash	0755	-rwxr-xr-x	root	root
file	/bin/ppmforge	0755	-rwxr-xr-x	root	root
file	/bin/ppmhist	0755	-rwxr-xr-x	root	root
file	/bin/ppmlabel	0755	-rwxr-xr-x	root	root
file	/bin/ppmmake	0755	-rwxr-xr-x	root	root
file	/bin/ppmmix	0755	-rwxr-xr-x	root	root
link	/bin/ppmnorm	0777	lrwxrwxrwx	root	root
file	/bin/ppmntsc	0755	-rwxr-xr-x	root	root
file	/bin/ppmpat	0755	-rwxr-xr-x	root	root
file	/bin/ppmquant	0755	-rwxr-xr-x	root	root
file	/bin/ppmquantall	0755	-rwxr-xr-x	root	root
file	/bin/ppmqvga	0755	-rwxr-xr-x	root	root
file	/bin/ppmrainbow	0755	-rwxr-xr-x	root	root
file	/bin/ppmrelief	0755	-rwxr-xr-x	root	root
file	/bin/ppmshadow	0755	-rwxr-xr-x	root	root
file	/bin/ppmshift	0755	-rwxr-xr-x	root	root
file	/bin/ppmspread	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoacad	0755	-rwxr-xr-x	root	root
file	/bin/ppmtobmp	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoeyuv	0755	-rwxr-xr-x	root	root
file	/bin/ppmtogif	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoicr	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoilbm	0755	-rwxr-xr-x	root	root
link	/bin/ppmtojpeg	0777	lrwxrwxrwx	root	root
file	/bin/ppmtoleaf	0755	-rwxr-xr-x	root	root
file	/bin/ppmtolj	0755	-rwxr-xr-x	root	root
file	/bin/ppmtomap	0755	-rwxr-xr-x	root	root
file	/bin/ppmtomitsu	0755	-rwxr-xr-x	root	root
file	/bin/ppmtompeg	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoneo	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopcx	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopgm	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopi1	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopict	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopj	0755	-rwxr-xr-x	root	root
file	/bin/ppmtopuzz	0755	-rwxr-xr-x	root	root
file	/bin/ppmtorgb3	0755	-rwxr-xr-x	root	root
file	/bin/ppmtosixel	0755	-rwxr-xr-x	root	root
file	/bin/ppmtotga	0755	-rwxr-xr-x	root	root
file	/bin/ppmtouil	0755	-rwxr-xr-x	root	root
file	/bin/ppmtowinicon	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoxpm	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoyuv	0755	-rwxr-xr-x	root	root
file	/bin/ppmtoyuvsplit	0755	-rwxr-xr-x	root	root
file	/bin/ppmtv	0755	-rwxr-xr-x	root	root
file	/bin/pr	0755	-rwxr-xr-x	root	root
file	/bin/precat	0755	-rwxr-xr-x	root	root
file	/bin/preconv	0755	-rwxr-xr-x	root	root
file	/bin/prepmx	0755	-rwxr-xr-x	root	root
file	/bin/preunzip	0755	-rwxr-xr-x	root	root
file	/bin/prezip	0755	-rwxr-xr-x	root	root
file	/bin/prezip-bin	0755	-rwxr-xr-x	root	root
link	/bin/print	0777	lrwxrwxrwx	root	root
file	/bin/printafm	0755	-rwxr-xr-x	root	root
file	/bin/printenv	0755	-rwxr-xr-x	root	root
file	/bin/printer-profile	0755	-rwxr-xr-x	root	root
file	/bin/printerbanner	0755	-rwxr-xr-x	root	root
file	/bin/printf	0755	-rwxr-xr-x	root	root
file	/bin/prlimit	0755	-rwxr-xr-x	root	root
file	/bin/prove	0755	-rwxr-xr-x	root	root
file	/bin/prtstat	0755	-rwxr-xr-x	root	root
file	/bin/ps	0755	-rwxr-xr-x	root	root
file	/bin/ps2ascii	0755	-rwxr-xr-x	root	root
file	/bin/ps2epsi	0755	-rwxr-xr-x	root	root
file	/bin/ps2pdf	0755	-rwxr-xr-x	root	root
file	/bin/ps2pdf12	0755	-rwxr-xr-x	root	root
file	/bin/ps2pdf13	0755	-rwxr-xr-x	root	root
file	/bin/ps2pdf14	0755	-rwxr-xr-x	root	root
file	/bin/ps2pdfwr	0755	-rwxr-xr-x	root	root
file	/bin/ps2pk	0755	-rwxr-xr-x	root	root
file	/bin/ps2ps	0755	-rwxr-xr-x	root	root
file	/bin/ps2ps2	0755	-rwxr-xr-x	root	root
link	/bin/ps2txt	0777	lrwxrwxrwx	root	root
link	/bin/psfaddtable	0777	lrwxrwxrwx	root	root
link	/bin/psfgettable	0777	lrwxrwxrwx	root	root
link	/bin/psfstriptable	0777	lrwxrwxrwx	root	root
file	/bin/psfxtable	0755	-rwxr-xr-x	root	root
file	/bin/psicc	0755	-rwxr-xr-x	root	root
file	/bin/psidtopgm	0755	-rwxr-xr-x	root	root
file	/bin/pslog	0755	-rwxr-xr-x	root	root
file	/bin/pstopnm	0755	-rwxr-xr-x	root	root
file	/bin/pstree	0755	-rwxr-xr-x	root	root
link	/bin/pstree.x11	0777	lrwxrwxrwx	root	root
file	/bin/ptar	0755	-rwxr-xr-x	root	root
file	/bin/ptardiff	0755	-rwxr-xr-x	root	root
file	/bin/ptargrep	0755	-rwxr-xr-x	root	root
file	/bin/ptex	0755	-rwxr-xr-x	root	root
file	/bin/ptftopl	0755	-rwxr-xr-x	root	root
file	/bin/ptx	0755	-rwxr-xr-x	root	root
file	/bin/pulseaudio	0755	-rwxr-xr-x	root	root
file	/bin/pwd	0755	-rwxr-xr-x	root	root
file	/bin/pwdx	0755	-rwxr-xr-x	root	root
file	/bin/py3clean	0755	-rwxr-xr-x	root	root
file	/bin/py3compile	0755	-rwxr-xr-x	root	root
link	/bin/py3versions	0777	lrwxrwxrwx	root	root
link	/bin/pydoc3	0777	lrwxrwxrwx	root	root
file	/bin/pydoc3.8	0755	-rwxr-xr-x	root	root
link	/bin/pygettext3	0777	lrwxrwxrwx	root	root
file	/bin/pygettext3.8	0755	-rwxr-xr-x	root	root
file	/bin/pyjwt3	0755	-rwxr-xr-x	root	root
link	/bin/python3	0777	lrwxrwxrwx	root	root
link	/bin/python3-config	0777	lrwxrwxrwx	root	root
file	/bin/python3-futurize	0755	-rwxr-xr-x	root	root
file	/bin/python3-pasteurize	0755	-rwxr-xr-x	root	root
file	/bin/python3.8	0755	-rwxr-xr-x	root	root
link	/bin/python3.8-config	0777	lrwxrwxrwx	root	root
file	/bin/qpdldecode	0755	-rwxr-xr-x	root	root
file	/bin/qrttoppm	0755	-rwxr-xr-x	root	root
file	/bin/qt-faststart	0755	-rwxr-xr-x	root	root
file	/bin/quirks-handler	0755	-rwxr-xr-x	root	root
link	/bin/r-mpost	0777	lrwxrwxrwx	root	root
link	/bin/r-pmpost	0777	lrwxrwxrwx	root	root
link	/bin/r-upmpost	0777	lrwxrwxrwx	root	root
file	/bin/racc2.7	0755	-rwxr-xr-x	root	root
file	/bin/racc2y2.7	0755	-rwxr-xr-x	root	root
file	/bin/rake	0755	-rwxr-xr-x	root	root
link	/bin/ranlib	0777	lrwxrwxrwx	root	root
file	/bin/rasttopnm	0755	-rwxr-xr-x	root	root
file	/bin/rawtopgm	0755	-rwxr-xr-x	root	root
file	/bin/rawtoppm	0755	-rwxr-xr-x	root	root
link	/bin/rbash	0777	lrwxrwxrwx	root	root
link	/bin/rcp	0777	lrwxrwxrwx	root	root
file	/bin/rctest	0755	-rwxr-xr-x	root	root
file	/bin/rdiffdir	0755	-rwxr-xr-x	root	root
file	/bin/rdma	0755	-rwxr-xr-x	root	root
link	/bin/rdoc	0777	lrwxrwxrwx	root	root
file	/bin/rdoc2.7	0755	-rwxr-xr-x	root	root
link	/bin/readelf	0777	lrwxrwxrwx	root	root
file	/bin/readlink	0755	-rwxr-xr-x	root	root
file	/bin/realpath	0755	-rwxr-xr-x	root	root
file	/bin/recode-sr-latin	0755	-rwxr-xr-x	root	root
file	/bin/red	0755	-rwxr-xr-x	root	root
file	/bin/remmina	0755	-rwxr-xr-x	root	root
file	/bin/remmina-file-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/remmina-gnome	0755	-rwxr-xr-x	root	root
file	/bin/rename.ul	0755	-rwxr-xr-x	root	root
file	/bin/rendercheck	0755	-rwxr-xr-x	root	root
file	/bin/renice	0755	-rwxr-xr-x	root	root
link	/bin/reset	0777	lrwxrwxrwx	root	root
file	/bin/resizecons	0755	-rwxr-xr-x	root	root
file	/bin/resizepart	0755	-rwxr-xr-x	root	root
file	/bin/resolvectl	0755	-rwxr-xr-x	root	root
file	/bin/rev	0755	-rwxr-xr-x	root	root
file	/bin/rfcomm	0755	-rwxr-xr-x	root	root
file	/bin/rgb3toppm	0755	-rwxr-xr-x	root	root
file	/bin/rgrep	0755	-rwxr-xr-x	root	root
file	/bin/rhythmbox	0755	-rwxr-xr-x	root	root
file	/bin/rhythmbox-client	0755	-rwxr-xr-x	root	root
link	/bin/ri	0777	lrwxrwxrwx	root	root
file	/bin/ri2.7	0755	-rwxr-xr-x	root	root
file	/bin/rletopnm	0755	-rwxr-xr-x	root	root
link	/bin/rlogin	0777	lrwxrwxrwx	root	root
file	/bin/rm	0755	-rwxr-xr-x	root	root
file	/bin/rmdir	0755	-rwxr-xr-x	root	root
link	/bin/rnano	0777	lrwxrwxrwx	root	root
file	/bin/routef	0755	-rwxr-xr-x	root	root
file	/bin/routel	0755	-rwxr-xr-x	root	root
file	/bin/rpcgen	0755	-rwxr-xr-x	root	root
link	/bin/rrsync	0777	lrwxrwxrwx	root	root
link	/bin/rsh	0777	lrwxrwxrwx	root	root
file	/bin/rstart	0755	-rwxr-xr-x	root	root
file	/bin/rstartd	0755	-rwxr-xr-x	root	root
file	/bin/rsync	0755	-rwxr-xr-x	root	root
link	/bin/rtstat	0777	lrwxrwxrwx	root	root
link	/bin/ruby	0777	lrwxrwxrwx	root	root
file	/bin/ruby2.7	0755	-rwxr-xr-x	root	root
file	/bin/run-mailcap	0755	-rwxr-xr-x	root	root
file	/bin/run-parts	0755	-rwxr-xr-x	root	root
file	/bin/run-with-aspell	0755	-rwxr-xr-x	root	root
file	/bin/runc	0755	-rwxr-xr-x	root	root
file	/bin/runcon	0755	-rwxr-xr-x	root	root
link	/bin/rungs	0777	lrwxrwxrwx	root	root
link	/bin/rview	0777	lrwxrwxrwx	root	root
file	/bin/rygel	0755	-rwxr-xr-x	root	root
file	/bin/sane-find-scanner	0755	-rwxr-xr-x	root	root
file	/bin/savelog	0755	-rwxr-xr-x	root	root
file	/bin/sbattach	0755	-rwxr-xr-x	root	root
file	/bin/sbigtopgm	0755	-rwxr-xr-x	root	root
file	/bin/sbkeysync	0755	-rwxr-xr-x	root	root
file	/bin/sbsiglist	0755	-rwxr-xr-x	root	root
file	/bin/sbsign	0755	-rwxr-xr-x	root	root
file	/bin/sbvarsign	0755	-rwxr-xr-x	root	root
file	/bin/sbverify	0755	-rwxr-xr-x	root	root
file	/bin/scanimage	0755	-rwxr-xr-x	root	root
file	/bin/scor2prt	0755	-rwxr-xr-x	root	root
file	/bin/scp	0755	-rwxr-xr-x	root	root
file	/bin/scp-dbus-service	0755	-rwxr-xr-x	root	root
file	/bin/screendump	0755	-rwxr-xr-x	root	root
file	/bin/script	0755	-rwxr-xr-x	root	root
file	/bin/scriptreplay	0755	-rwxr-xr-x	root	root
file	/bin/scrub-files	0755	-rwxr-xr-x	root	root
file	/bin/sdiff	0755	-rwxr-xr-x	root	root
file	/bin/sdptool	0755	-rwxr-xr-x	root	root
file	/bin/seahorse	0755	-rwxr-xr-x	root	root
file	/bin/sed	0755	-rwxr-xr-x	root	root
link	/bin/see	0777	lrwxrwxrwx	root	root
file	/bin/select-default-iwrap	0755	-rwxr-xr-x	root	root
file	/bin/select-editor	0755	-rwxr-xr-x	root	root
file	/bin/sensible-browser	0755	-rwxr-xr-x	root	root
file	/bin/sensible-editor	0755	-rwxr-xr-x	root	root
file	/bin/sensible-pager	0755	-rwxr-xr-x	root	root
file	/bin/seq	0755	-rwxr-xr-x	root	root
file	/bin/session-migration	0755	-rwxr-xr-x	root	root
file	/bin/sessreg	0755	-rwxr-xr-x	root	root
file	/bin/setarch	0755	-rwxr-xr-x	root	root
file	/bin/setfacl	0755	-rwxr-xr-x	root	root
file	/bin/setfont	0755	-rwxr-xr-x	root	root
file	/bin/setkeycodes	0755	-rwxr-xr-x	root	root
file	/bin/setleds	0755	-rwxr-xr-x	root	root
file	/bin/setlogcons	0755	-rwxr-xr-x	root	root
file	/bin/setmetamode	0755	-rwxr-xr-x	root	root
file	/bin/setpci	0755	-rwxr-xr-x	root	root
file	/bin/setpriv	0755	-rwxr-xr-x	root	root
file	/bin/setsid	0755	-rwxr-xr-x	root	root
file	/bin/setterm	0755	-rwxr-xr-x	root	root
file	/bin/setupcon	0755	-rwxr-xr-x	root	root
file	/bin/setxkbmap	0755	-rwxr-xr-x	root	root
file	/bin/sfconv	0755	-rwxr-xr-x	root	root
file	/bin/sftp	0755	-rwxr-xr-x	root	root
link	/bin/sg	0777	lrwxrwxrwx	root	root
file	/bin/sgitopnm	0755	-rwxr-xr-x	root	root
file	/bin/sgmldiff	0755	-rwxr-xr-x	root	root
file	/bin/sgmlspl	0755	-rwxr-xr-x	root	root
link	/bin/sh	0777	lrwxrwxrwx	root	root
file	/bin/sha1sum	0755	-rwxr-xr-x	root	root
file	/bin/sha224sum	0755	-rwxr-xr-x	root	root
file	/bin/sha256sum	0755	-rwxr-xr-x	root	root
file	/bin/sha384sum	0755	-rwxr-xr-x	root	root
file	/bin/sha512sum	0755	-rwxr-xr-x	root	root
file	/bin/shasum	0755	-rwxr-xr-x	root	root
file	/bin/shotwell	0755	-rwxr-xr-x	root	root
file	/bin/showconsolefont	0755	-rwxr-xr-x	root	root
file	/bin/showkey	0755	-rwxr-xr-x	root	root
file	/bin/showrgb	0755	-rwxr-xr-x	root	root
file	/bin/shred	0755	-rwxr-xr-x	root	root
file	/bin/shuf	0755	-rwxr-xr-x	root	root
link	/bin/simpdftex	0777	lrwxrwxrwx	root	root
file	/bin/simple-scan	0755	-rwxr-xr-x	root	root
file	/bin/sirtopnm	0755	-rwxr-xr-x	root	root
link	/bin/size	0777	lrwxrwxrwx	root	root
file	/bin/skill	0755	-rwxr-xr-x	root	root
file	/bin/slabtop	0755	-rwxr-xr-x	root	root
file	/bin/sldtoppm	0755	-rwxr-xr-x	root	root
file	/bin/sleep	0755	-rwxr-xr-x	root	root
link	/bin/slogin	0777	lrwxrwxrwx	root	root
file	/bin/slxdecode	0755	-rwxr-xr-x	root	root
file	/bin/smproxy	0755	-rwxr-xr-x	root	root
file	/bin/snap	0755	-rwxr-xr-x	root	root
link	/bin/snapctl	0777	lrwxrwxrwx	root	root
file	/bin/snapfuse	0755	-rwxr-xr-x	root	root
link	/bin/snice	0777	lrwxrwxrwx	root	root
file	/bin/sockaddr	0755	-rwxr-xr-x	root	root
file	/bin/soelim	0755	-rwxr-xr-x	root	root
link	/bin/soffice	0777	lrwxrwxrwx	root	root
file	/bin/software-properties-gtk	0755	-rwxr-xr-x	root	root
file	/bin/sort	0755	-rwxr-xr-x	root	root
file	/bin/sotruss	0755	-rwxr-xr-x	root	root
file	/bin/spctoppm	0755	-rwxr-xr-x	root	root
file	/bin/spd-conf	0755	-rwxr-xr-x	root	root
file	/bin/spd-say	0755	-rwxr-xr-x	root	root
file	/bin/speaker-test	0755	-rwxr-xr-x	root	root
file	/bin/speech-dispatcher	0755	-rwxr-xr-x	root	root
file	/bin/spice-vdagent	0755	-rwxr-xr-x	root	root
file	/bin/splain	0755	-rwxr-xr-x	root	root
file	/bin/split	0755	-rwxr-xr-x	root	root
file	/bin/splitfont	0755	-rwxr-xr-x	root	root
link	/bin/splitindex	0777	lrwxrwxrwx	root	root
file	/bin/sponge	0755	-rwxr-xr-x	root	root
file	/bin/sprof	0755	-rwxr-xr-x	root	root
file	/bin/sputoppm	0755	-rwxr-xr-x	root	root
file	/bin/ss	0755	-rwxr-xr-x	root	root
file	/bin/ssh	0755	-rwxr-xr-x	root	root
file	/bin/ssh-add	0755	-rwxr-xr-x	root	root
file	/bin/ssh-agent	2755	-rwxr-sr-x	root	ssh
file	/bin/ssh-argv0	0755	-rwxr-xr-x	root	root
file	/bin/ssh-copy-id	0755	-rwxr-xr-x	root	root
file	/bin/ssh-keygen	0755	-rwxr-xr-x	root	root
file	/bin/ssh-keyscan	0755	-rwxr-xr-x	root	root
file	/bin/st4topgm	0755	-rwxr-xr-x	root	root
file	/bin/start-pulseaudio-x11	0755	-rwxr-xr-x	root	root
file	/bin/startx	0755	-rwxr-xr-x	root	root
file	/bin/stat	0755	-rwxr-xr-x	root	root
link	/bin/static-sh	0777	lrwxrwxrwx	root	root
file	/bin/stdbuf	0755	-rwxr-xr-x	root	root
file	/bin/strace	0755	-rwxr-xr-x	root	root
file	/bin/strace-log-merge	0755	-rwxr-xr-x	root	root
link	/bin/stream	0777	lrwxrwxrwx	root	root
link	/bin/stream-im6	0777	lrwxrwxrwx	root	root
file	/bin/stream-im6.q16	0755	-rwxr-xr-x	root	root
link	/bin/strings	0777	lrwxrwxrwx	root	root
link	/bin/strip	0777	lrwxrwxrwx	root	root
