type	name	mode	prot	user	group
link	/bin/dvilualatex-dev	0777	lrwxrwxrwx	root	root
link	/bin/dviluatex	0777	lrwxrwxrwx	root	root
file	/bin/dvipdf	0755	-rwxr-xr-x	root	root
link	/bin/dvipdfm	0777	lrwxrwxrwx	root	root
link	/bin/dvipdfmx	0777	lrwxrwxrwx	root	root
file	/bin/dvipdft	0755	-rwxr-xr-x	root	root
file	/bin/dvipos	0755	-rwxr-xr-x	root	root
file	/bin/dvips	0755	-rwxr-xr-x	root	root
file	/bin/dviselect	0755	-rwxr-xr-x	root	root
file	/bin/dvispc	0755	-rwxr-xr-x	root	root
file	/bin/dvitodvi	0755	-rwxr-xr-x	root	root
link	/bin/dvitomp	0777	lrwxrwxrwx	root	root
file	/bin/dvitype	0755	-rwxr-xr-x	root	root
link	/bin/dwp	0777	lrwxrwxrwx	root	root
file	/bin/dwz	0755	-rwxr-xr-x	root	root
link	/bin/ebb	0777	lrwxrwxrwx	root	root
file	/bin/echo	0755	-rwxr-xr-x	root	root
file	/bin/echo_supervisord_conf	0755	-rwxr-xr-x	root	root
file	/bin/ed	0755	-rwxr-xr-x	root	root
link	/bin/edit	0777	lrwxrwxrwx	root	root
link	/bin/editor	0777	lrwxrwxrwx	root	root
file	/bin/editres	0755	-rwxr-xr-x	root	root
file	/bin/egrep	0755	-rwxr-xr-x	root	root
file	/bin/eject	0755	-rwxr-xr-x	root	root
link	/bin/elfedit	0777	lrwxrwxrwx	root	root
link	/bin/emmet	0777	lrwxrwxrwx	root	root
file	/bin/enc2xs	0755	-rwxr-xr-x	root	root
file	/bin/encguess	0755	-rwxr-xr-x	root	root
file	/bin/enchant-2	0755	-rwxr-xr-x	root	root
file	/bin/enchant-lsmod-2	0755	-rwxr-xr-x	root	root
file	/bin/env	0755	-rwxr-xr-x	root	root
file	/bin/envsubst	0755	-rwxr-xr-x	root	root
file	/bin/eog	0755	-rwxr-xr-x	root	root
link	/bin/eplain	0777	lrwxrwxrwx	root	root
file	/bin/eps2eps	0755	-rwxr-xr-x	root	root
link	/bin/epspdf	0777	lrwxrwxrwx	root	root
link	/bin/epspdftk	0777	lrwxrwxrwx	root	root
file	/bin/eptex	0755	-rwxr-xr-x	root	root
file	/bin/eqn	0755	-rwxr-xr-x	root	root
link	/bin/erb	0777	lrwxrwxrwx	root	root
file	/bin/erb2.7	0755	-rwxr-xr-x	root	root
file	/bin/errno	0755	-rwxr-xr-x	root	root
file	/bin/esc-m	0755	-rwxr-xr-x	root	root
link	/bin/etex	0777	lrwxrwxrwx	root	root
file	/bin/euptex	0755	-rwxr-xr-x	root	root
file	/bin/eutp	0755	-rwxr-xr-x	root	root
file	/bin/evince	0755	-rwxr-xr-x	root	root
file	/bin/evince-previewer	0755	-rwxr-xr-x	root	root
file	/bin/evince-thumbnailer	0755	-rwxr-xr-x	root	root
link	/bin/ex	0777	lrwxrwxrwx	root	root
link	/bin/exceltex	0777	lrwxrwxrwx	root	root
file	/bin/expand	0755	-rwxr-xr-x	root	root
file	/bin/expiry	2755	-rwxr-sr-x	root	shadow
file	/bin/expr	0755	-rwxr-xr-x	root	root
link	/bin/extractbb	0777	lrwxrwxrwx	root	root
file	/bin/eyuvtoppm	0755	-rwxr-xr-x	root	root
file	/bin/factor	0755	-rwxr-xr-x	root	root
file	/bin/faillog	0755	-rwxr-xr-x	root	root
file	/bin/fallocate	0755	-rwxr-xr-x	root	root
file	/bin/false	0755	-rwxr-xr-x	root	root
file	/bin/fc-cache	0755	-rwxr-xr-x	root	root
file	/bin/fc-cat	0755	-rwxr-xr-x	root	root
file	/bin/fc-conflist	0755	-rwxr-xr-x	root	root
file	/bin/fc-list	0755	-rwxr-xr-x	root	root
file	/bin/fc-match	0755	-rwxr-xr-x	root	root
file	/bin/fc-pattern	0755	-rwxr-xr-x	root	root
file	/bin/fc-query	0755	-rwxr-xr-x	root	root
file	/bin/fc-scan	0755	-rwxr-xr-x	root	root
file	/bin/fc-validate	0755	-rwxr-xr-x	root	root
file	/bin/ffmpeg	0755	-rwxr-xr-x	root	root
file	/bin/ffplay	0755	-rwxr-xr-x	root	root
file	/bin/ffprobe	0755	-rwxr-xr-x	root	root
file	/bin/fgconsole	0755	-rwxr-xr-x	root	root
file	/bin/fgrep	0755	-rwxr-xr-x	root	root
file	/bin/fiascotopnm	0755	-rwxr-xr-x	root	root
link	/bin/fig4latex	0777	lrwxrwxrwx	root	root
file	/bin/file	0755	-rwxr-xr-x	root	root
file	/bin/file-roller	0755	-rwxr-xr-x	root	root
file	/bin/file2brl	0755	-rwxr-xr-x	root	root
file	/bin/fincore	0755	-rwxr-xr-x	root	root
file	/bin/find	0755	-rwxr-xr-x	root	root
file	/bin/findmnt	0755	-rwxr-xr-x	root	root
link	/bin/firefox	0777	lrwxrwxrwx	root	root
file	/bin/fitstopnm	0755	-rwxr-xr-x	root	root
file	/bin/flock	0755	-rwxr-xr-x	root	root
file	/bin/fmt	0755	-rwxr-xr-x	root	root
link	/bin/fmtutil	0777	lrwxrwxrwx	root	root
link	/bin/fmtutil-sys	0777	lrwxrwxrwx	root	root
link	/bin/fmtutil-user	0777	lrwxrwxrwx	root	root
file	/bin/fold	0755	-rwxr-xr-x	root	root
file	/bin/fonttosfnt	0755	-rwxr-xr-x	root	root
file	/bin/foo2ddst	0755	-rwxr-xr-x	root	root
file	/bin/foo2ddst-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2hbpl2	0755	-rwxr-xr-x	root	root
file	/bin/foo2hbpl2-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2hiperc	0755	-rwxr-xr-x	root	root
file	/bin/foo2hiperc-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2hp	0755	-rwxr-xr-x	root	root
file	/bin/foo2hp2600-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2lava	0755	-rwxr-xr-x	root	root
file	/bin/foo2lava-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2oak	0755	-rwxr-xr-x	root	root
file	/bin/foo2oak-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2qpdl	0755	-rwxr-xr-x	root	root
file	/bin/foo2qpdl-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2slx	0755	-rwxr-xr-x	root	root
file	/bin/foo2slx-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2xqx	0755	-rwxr-xr-x	root	root
file	/bin/foo2xqx-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/foo2zjs	0755	-rwxr-xr-x	root	root
link	/bin/foo2zjs-icc2ps	0777	lrwxrwxrwx	root	root
file	/bin/foo2zjs-pstops	0755	-rwxr-xr-x	root	root
file	/bin/foo2zjs-wrapper	0755	-rwxr-xr-x	root	root
link	/bin/foomatic-rip	0777	lrwxrwxrwx	root	root
file	/bin/fprintd-delete	0755	-rwxr-xr-x	root	root
file	/bin/fprintd-enroll	0755	-rwxr-xr-x	root	root
file	/bin/fprintd-list	0755	-rwxr-xr-x	root	root
file	/bin/fprintd-verify	0755	-rwxr-xr-x	root	root
file	/bin/free	0755	-rwxr-xr-x	root	root
link	/bin/from	0777	lrwxrwxrwx	root	root
file	/bin/fstopgm	0755	-rwxr-xr-x	root	root
link	/bin/ftp	0777	lrwxrwxrwx	root	root
file	/bin/funzip	0755	-rwxr-xr-x	root	root
file	/bin/fuser	0755	-rwxr-xr-x	root	root
file	/bin/fusermount	4755	-rwsr-xr-x	root	root
link	/bin/futurize	0777	lrwxrwxrwx	root	root
file	/bin/fwupdagent	0755	-rwxr-xr-x	root	root
file	/bin/fwupdate	0755	-rwxr-xr-x	root	root
file	/bin/fwupdmgr	0755	-rwxr-xr-x	root	root
file	/bin/fwupdtool	0755	-rwxr-xr-x	root	root
file	/bin/fwupdtpmevlog	0755	-rwxr-xr-x	root	root
link	/bin/g++	0777	lrwxrwxrwx	root	root
link	/bin/g++-9	0777	lrwxrwxrwx	root	root
file	/bin/g3topbm	0755	-rwxr-xr-x	root	root
file	/bin/gacutil	0755	-rwxr-xr-x	root	root
file	/bin/gamemoded	0755	-rwxr-xr-x	root	root
file	/bin/gamemoderun	0755	-rwxr-xr-x	root	root
file	/bin/gamma4scanimage	0755	-rwxr-xr-x	root	root
file	/bin/gapplication	0755	-rwxr-xr-x	root	root
file	/bin/gatttool	0755	-rwxr-xr-x	root	root
file	/bin/gawk	0755	-rwxr-xr-x	root	root
file	/bin/gcalccmd	0755	-rwxr-xr-x	root	root
link	/bin/gcc	0777	lrwxrwxrwx	root	root
link	/bin/gcc-9	0777	lrwxrwxrwx	root	root
link	/bin/gcc-ar	0777	lrwxrwxrwx	root	root
link	/bin/gcc-ar-9	0777	lrwxrwxrwx	root	root
link	/bin/gcc-nm	0777	lrwxrwxrwx	root	root
link	/bin/gcc-nm-9	0777	lrwxrwxrwx	root	root
link	/bin/gcc-ranlib	0777	lrwxrwxrwx	root	root
link	/bin/gcc-ranlib-9	0777	lrwxrwxrwx	root	root
file	/bin/gcore	0755	-rwxr-xr-x	root	root
link	/bin/gcov	0777	lrwxrwxrwx	root	root
link	/bin/gcov-9	0777	lrwxrwxrwx	root	root
link	/bin/gcov-dump	0777	lrwxrwxrwx	root	root
link	/bin/gcov-dump-9	0777	lrwxrwxrwx	root	root
link	/bin/gcov-tool	0777	lrwxrwxrwx	root	root
link	/bin/gcov-tool-9	0777	lrwxrwxrwx	root	root
file	/bin/gcr-viewer	0755	-rwxr-xr-x	root	root
file	/bin/gdb	0755	-rwxr-xr-x	root	root
file	/bin/gdb-add-index	0755	-rwxr-xr-x	root	root
file	/bin/gdbserver	0755	-rwxr-xr-x	root	root
file	/bin/gdbtui	0755	-rwxr-xr-x	root	root
file	/bin/gdbus	0755	-rwxr-xr-x	root	root
file	/bin/gdbus-codegen	0755	-rwxr-xr-x	root	root
file	/bin/gdialog	0755	-rwxr-xr-x	root	root
file	/bin/gdk-pixbuf-csource	0755	-rwxr-xr-x	root	root
file	/bin/gdk-pixbuf-pixdata	0755	-rwxr-xr-x	root	root
file	/bin/gdk-pixbuf-thumbnailer	0755	-rwxr-xr-x	root	root
file	/bin/gdm-screenshot	0755	-rwxr-xr-x	root	root
file	/bin/gdmflexiserver	0755	-rwxr-xr-x	root	root
file	/bin/gedit	0755	-rwxr-xr-x	root	root
link	/bin/gem	0777	lrwxrwxrwx	root	root
file	/bin/gem2.7	0755	-rwxr-xr-x	root	root
link	/bin/gemtopbm	0777	lrwxrwxrwx	root	root
file	/bin/gemtopnm	0755	-rwxr-xr-x	root	root
file	/bin/genbrk	0755	-rwxr-xr-x	root	root
file	/bin/gencat	0755	-rwxr-xr-x	root	root
file	/bin/gencfu	0755	-rwxr-xr-x	root	root
file	/bin/gencnval	0755	-rwxr-xr-x	root	root
file	/bin/gendict	0755	-rwxr-xr-x	root	root
file	/bin/genisoimage	0755	-rwxr-xr-x	root	root
file	/bin/genrb	0755	-rwxr-xr-x	root	root
link	/bin/geqn	0777	lrwxrwxrwx	root	root
file	/bin/getconf	0755	-rwxr-xr-x	root	root
file	/bin/geteltorito	0755	-rwxr-xr-x	root	root
file	/bin/getent	0755	-rwxr-xr-x	root	root
file	/bin/getfacl	0755	-rwxr-xr-x	root	root
file	/bin/getkeycodes	0755	-rwxr-xr-x	root	root
link	/bin/getmapdl	0777	lrwxrwxrwx	root	root
file	/bin/getopt	0755	-rwxr-xr-x	root	root
file	/bin/gettext	0755	-rwxr-xr-x	root	root
file	/bin/gettext.sh	0755	-rwxr-xr-x	root	root
file	/bin/gettextize	0755	-rwxr-xr-x	root	root
file	/bin/gftodvi	0755	-rwxr-xr-x	root	root
file	/bin/gftopk	0755	-rwxr-xr-x	root	root
file	/bin/gftype	0755	-rwxr-xr-x	root	root
link	/bin/ghostscript	0777	lrwxrwxrwx	root	root
file	/bin/giftopnm	0755	-rwxr-xr-x	root	root
link	/bin/ginstall-info	0777	lrwxrwxrwx	root	root
file	/bin/gio	0755	-rwxr-xr-x	root	root
link	/bin/gio-querymodules	0777	lrwxrwxrwx	root	root
file	/bin/gipddecode	0755	-rwxr-xr-x	root	root
file	/bin/git	0755	-rwxr-xr-x	root	root
link	/bin/git-receive-pack	0777	lrwxrwxrwx	root	root
file	/bin/git-shell	0755	-rwxr-xr-x	root	root
link	/bin/git-upload-archive	0777	lrwxrwxrwx	root	root
link	/bin/git-upload-pack	0777	lrwxrwxrwx	root	root
link	/bin/gjs	0777	lrwxrwxrwx	root	root
file	/bin/gjs-console	0755	-rwxr-xr-x	root	root
file	/bin/gkbd-keyboard-display	0755	-rwxr-xr-x	root	root
file	/bin/glib-compile-resources	0755	-rwxr-xr-x	root	root
link	/bin/glib-compile-schemas	0777	lrwxrwxrwx	root	root
file	/bin/glib-genmarshal	0755	-rwxr-xr-x	root	root
file	/bin/glib-gettextize	0755	-rwxr-xr-x	root	root
file	/bin/glib-mkenums	0755	-rwxr-xr-x	root	root
file	/bin/gnome-calculator	0755	-rwxr-xr-x	root	root
file	/bin/gnome-calendar	0755	-rwxr-xr-x	root	root
link	/bin/gnome-characters	0777	lrwxrwxrwx	root	root
file	/bin/gnome-control-center	0755	-rwxr-xr-x	root	root
file	/bin/gnome-disk-image-mounter	0755	-rwxr-xr-x	root	root
file	/bin/gnome-disks	0755	-rwxr-xr-x	root	root
file	/bin/gnome-extensions	0755	-rwxr-xr-x	root	root
file	/bin/gnome-font-viewer	0755	-rwxr-xr-x	root	root
link	/bin/gnome-help	0777	lrwxrwxrwx	root	root
link	/bin/gnome-keyring	0777	lrwxrwxrwx	root	root
file	/bin/gnome-keyring-3	0755	-rwxr-xr-x	root	root
file	/bin/gnome-keyring-daemon	0755	-rwxr-xr-x	root	root
file	/bin/gnome-language-selector	0755	-rwxr-xr-x	root	root
file	/bin/gnome-logs	0755	-rwxr-xr-x	root	root
file	/bin/gnome-power-statistics	0755	-rwxr-xr-x	root	root
file	/bin/gnome-screenshot	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session-custom-session	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session-inhibit	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session-properties	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session-quit	0755	-rwxr-xr-x	root	root
file	/bin/gnome-session-remmina	0755	-rwxr-xr-x	root	root
file	/bin/gnome-shell	0755	-rwxr-xr-x	root	root
file	/bin/gnome-shell-extension-tool	0755	-rwxr-xr-x	root	root
file	/bin/gnome-shell-perf-tool	0755	-rwxr-xr-x	root	root
file	/bin/gnome-system-monitor	0755	-rwxr-xr-x	root	root
file	/bin/gnome-terminal	0755	-rwxr-xr-x	root	root
file	/bin/gnome-terminal.real	0755	-rwxr-xr-x	root	root
file	/bin/gnome-terminal.wrapper	0755	-rwxr-xr-x	root	root
link	/bin/gnome-text-editor	0777	lrwxrwxrwx	root	root
file	/bin/gnome-thumbnail-font	0755	-rwxr-xr-x	root	root
file	/bin/gnome-todo	0755	-rwxr-xr-x	root	root
link	/bin/gnome-www-browser	0777	lrwxrwxrwx	root	root
file	/bin/gobject-query	0755	-rwxr-xr-x	root	root
link	/bin/gold	0777	lrwxrwxrwx	root	root
link	/bin/google-chrome	0777	lrwxrwxrwx	root	root
link	/bin/google-chrome-stable	0777	lrwxrwxrwx	root	root
file	/bin/gouldtoppm	0755	-rwxr-xr-x	root	root
file	/bin/gpasswd	4755	-rwsr-xr-x	root	root
file	/bin/gpg	0755	-rwxr-xr-x	root	root
file	/bin/gpg-agent	0755	-rwxr-xr-x	root	root
file	/bin/gpg-connect-agent	0755	-rwxr-xr-x	root	root
file	/bin/gpg-wks-server	0755	-rwxr-xr-x	root	root
file	/bin/gpg-zip	0755	-rwxr-xr-x	root	root
file	/bin/gpg1	0755	-rwxr-xr-x	root	root
link	/bin/gpg2	0777	lrwxrwxrwx	root	root
file	/bin/gpgcompose	0755	-rwxr-xr-x	root	root
file	/bin/gpgconf	0755	-rwxr-xr-x	root	root
file	/bin/gpgparsemail	0755	-rwxr-xr-x	root	root
file	/bin/gpgsm	0755	-rwxr-xr-x	root	root
file	/bin/gpgsplit	0755	-rwxr-xr-x	root	root
file	/bin/gpgtar	0755	-rwxr-xr-x	root	root
file	/bin/gpgv	0755	-rwxr-xr-x	root	root
link	/bin/gpic	0777	lrwxrwxrwx	root	root
link	/bin/gprof	0777	lrwxrwxrwx	root	root
file	/bin/gpu-manager	0755	-rwxr-xr-x	root	root
file	/bin/gregorio	0755	-rwxr-xr-x	root	root
file	/bin/grep	0755	-rwxr-xr-x	root	root
file	/bin/gresource	0755	-rwxr-xr-x	root	root
file	/bin/groff	0755	-rwxr-xr-x	root	root
file	/bin/grog	0755	-rwxr-xr-x	root	root
file	/bin/grops	0755	-rwxr-xr-x	root	root
file	/bin/grotty	0755	-rwxr-xr-x	root	root
file	/bin/groups	0755	-rwxr-xr-x	root	root
file	/bin/grub-editenv	0755	-rwxr-xr-x	root	root
file	/bin/grub-file	0755	-rwxr-xr-x	root	root
file	/bin/grub-fstest	0755	-rwxr-xr-x	root	root
file	/bin/grub-glue-efi	0755	-rwxr-xr-x	root	root
file	/bin/grub-kbdcomp	0755	-rwxr-xr-x	root	root
file	/bin/grub-menulst2cfg	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkfont	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkimage	0755	-rwxr-xr-x	root	root
file	/bin/grub-mklayout	0755	-rwxr-xr-x	root	root
file	/bin/grub-mknetdir	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkpasswd-pbkdf2	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkrelpath	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkrescue	0755	-rwxr-xr-x	root	root
file	/bin/grub-mkstandalone	0755	-rwxr-xr-x	root	root
file	/bin/grub-mount	0755	-rwxr-xr-x	root	root
link	/bin/grub-ntldr-img	0777	lrwxrwxrwx	root	root
file	/bin/grub-render-label	0755	-rwxr-xr-x	root	root
file	/bin/grub-script-check	0755	-rwxr-xr-x	root	root
file	/bin/grub-syslinux2cfg	0755	-rwxr-xr-x	root	root
file	/bin/gs	0755	-rwxr-xr-x	root	root
file	/bin/gsbj	0755	-rwxr-xr-x	root	root
file	/bin/gsdj	0755	-rwxr-xr-x	root	root
file	/bin/gsdj500	0755	-rwxr-xr-x	root	root
file	/bin/gsettings	0755	-rwxr-xr-x	root	root
file	/bin/gsftopk	0755	-rwxr-xr-x	root	root
file	/bin/gslj	0755	-rwxr-xr-x	root	root
file	/bin/gslp	0755	-rwxr-xr-x	root	root
file	/bin/gsnd	0755	-rwxr-xr-x	root	root
file	/bin/gst-device-monitor-1.0	0755	-rwxr-xr-x	root	root
file	/bin/gst-discoverer-1.0	0755	-rwxr-xr-x	root	root
file	/bin/gst-inspect-1.0	0755	-rwxr-xr-x	root	root
file	/bin/gst-launch-1.0	0755	-rwxr-xr-x	root	root
file	/bin/gst-play-1.0	0755	-rwxr-xr-x	root	root
file	/bin/gst-typefind-1.0	0755	-rwxr-xr-x	root	root
link	/bin/gstreamer-codec-install	0777	lrwxrwxrwx	root	root
link	/bin/gtbl	0777	lrwxrwxrwx	root	root
file	/bin/gtester	0755	-rwxr-xr-x	root	root
file	/bin/gtester-report	0755	-rwxr-xr-x	root	root
file	/bin/gtf	0755	-rwxr-xr-x	root	root
file	/bin/gtk-builder-tool	0755	-rwxr-xr-x	root	root
file	/bin/gtk-encode-symbolic-svg	0755	-rwxr-xr-x	root	root
file	/bin/gtk-launch	0755	-rwxr-xr-x	root	root
file	/bin/gtk-query-settings	0755	-rwxr-xr-x	root	root
file	/bin/gtk-update-icon-cache	0755	-rwxr-xr-x	root	root
file	/bin/gunzip	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-cat	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-copy	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-info	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-less	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-ls	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-mime	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-mkdir	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-monitor-dir	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-monitor-file	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-mount	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-move	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-open	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-rename	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-rm	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-save	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-set-attribute	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-trash	0755	-rwxr-xr-x	root	root
file	/bin/gvfs-tree	0755	-rwxr-xr-x	root	root
file	/bin/gzexe	0755	-rwxr-xr-x	root	root
file	/bin/gzip	0755	-rwxr-xr-x	root	root
file	/bin/h2ph	0755	-rwxr-xr-x	root	root
file	/bin/h2xs	0755	-rwxr-xr-x	root	root
file	/bin/hbpldecode	0755	-rwxr-xr-x	root	root
file	/bin/hciattach	0755	-rwxr-xr-x	root	root
file	/bin/hciconfig	0755	-rwxr-xr-x	root	root
file	/bin/hcitool	0755	-rwxr-xr-x	root	root
link	/bin/hd	0777	lrwxrwxrwx	root	root
file	/bin/head	0755	-rwxr-xr-x	root	root
file	/bin/helpztags	0755	-rwxr-xr-x	root	root
file	/bin/hex2hcd	0755	-rwxr-xr-x	root	root
file	/bin/hexdump	0755	-rwxr-xr-x	root	root
file	/bin/hipercdecode	0755	-rwxr-xr-x	root	root
file	/bin/hipstopgm	0755	-rwxr-xr-x	root	root
file	/bin/host	0755	-rwxr-xr-x	root	root
file	/bin/hostid	0755	-rwxr-xr-x	root	root
file	/bin/hostname	0755	-rwxr-xr-x	root	root
file	/bin/hostnamectl	0755	-rwxr-xr-x	root	root
link	/bin/hp-align	0777	lrwxrwxrwx	root	root
link	/bin/hp-check	0777	lrwxrwxrwx	root	root
link	/bin/hp-clean	0777	lrwxrwxrwx	root	root
link	/bin/hp-colorcal	0777	lrwxrwxrwx	root	root
link	/bin/hp-config_usb_printer	0777	lrwxrwxrwx	root	root
link	/bin/hp-doctor	0777	lrwxrwxrwx	root	root
link	/bin/hp-firmware	0777	lrwxrwxrwx	root	root
link	/bin/hp-info	0777	lrwxrwxrwx	root	root
link	/bin/hp-levels	0777	lrwxrwxrwx	root	root
link	/bin/hp-logcapture	0777	lrwxrwxrwx	root	root
link	/bin/hp-makeuri	0777	lrwxrwxrwx	root	root
link	/bin/hp-pkservice	0777	lrwxrwxrwx	root	root
link	/bin/hp-plugin	0777	lrwxrwxrwx	root	root
file	/bin/hp-plugin-ubuntu	0755	-rwxr-xr-x	root	root
link	/bin/hp-probe	0777	lrwxrwxrwx	root	root
link	/bin/hp-query	0777	lrwxrwxrwx	root	root
link	/bin/hp-scan	0777	lrwxrwxrwx	root	root
link	/bin/hp-setup	0777	lrwxrwxrwx	root	root
link	/bin/hp-testpage	0777	lrwxrwxrwx	root	root
link	/bin/hp-timedate	0777	lrwxrwxrwx	root	root
link	/bin/ht	0777	lrwxrwxrwx	root	root
link	/bin/htcontext	0777	lrwxrwxrwx	root	root
link	/bin/htlatex	0777	lrwxrwxrwx	root	root
link	/bin/htmex	0777	lrwxrwxrwx	root	root
link	/bin/html2	0777	lrwxrwxrwx	root	root
link	/bin/httex	0777	lrwxrwxrwx	root	root
link	/bin/httexi	0777	lrwxrwxrwx	root	root
link	/bin/htxelatex	0777	lrwxrwxrwx	root	root
link	/bin/htxetex	0777	lrwxrwxrwx	root	root
file	/bin/hwe-support-status	0755	-rwxr-xr-x	root	root
link	/bin/i386	0777	lrwxrwxrwx	root	root
link	/bin/i686-linux-gnu-pkg-config	0777	lrwxrwxrwx	root	root
file	/bin/ibus	0755	-rwxr-xr-x	root	root
file	/bin/ibus-daemon	0755	-rwxr-xr-x	root	root
file	/bin/ibus-setup	0755	-rwxr-xr-x	root	root
file	/bin/iceauth	0755	-rwxr-xr-x	root	root
file	/bin/ico	0755	-rwxr-xr-x	root	root
file	/bin/icontopbm	0755	-rwxr-xr-x	root	root
file	/bin/iconv	0755	-rwxr-xr-x	root	root
file	/bin/icuinfo	0755	-rwxr-xr-x	root	root
file	/bin/id	0755	-rwxr-xr-x	root	root
link	/bin/identify	0777	lrwxrwxrwx	root	root
link	/bin/identify-im6	0777	lrwxrwxrwx	root	root
file	/bin/identify-im6.q16	0755	-rwxr-xr-x	root	root
file	/bin/iecset	0755	-rwxr-xr-x	root	root
file	/bin/ifdata	0755	-rwxr-xr-x	root	root
file	/bin/ifnames	0755	-rwxr-xr-x	root	root
file	/bin/ifne	0755	-rwxr-xr-x	root	root
file	/bin/ijs_pxljr	0755	-rwxr-xr-x	root	root
file	/bin/ilbmtoppm	0755	-rwxr-xr-x	root	root
file	/bin/im-config	0755	-rwxr-xr-x	root	root
file	/bin/im-launch	0755	-rwxr-xr-x	root	root
file	/bin/imagetops	0755	-rwxr-xr-x	root	root
file	/bin/imgtoppm	0755	-rwxr-xr-x	root	root
link	/bin/import	0777	lrwxrwxrwx	root	root
link	/bin/import-im6	0777	lrwxrwxrwx	root	root
file	/bin/import-im6.q16	0755	-rwxr-xr-x	root	root
file	/bin/info	0755	-rwxr-xr-x	root	root
link	/bin/infobrowser	0777	lrwxrwxrwx	root	root
file	/bin/infocmp	0755	-rwxr-xr-x	root	root
link	/bin/infotocap	0777	lrwxrwxrwx	root	root
link	/bin/inimf	0777	lrwxrwxrwx	root	root
link	/bin/initex	0777	lrwxrwxrwx	root	root
file	/bin/inputattach	0755	-rwxr-xr-x	root	root
file	/bin/install	0755	-rwxr-xr-x	root	root
file	/bin/install-info	0755	-rwxr-xr-x	root	root
file	/bin/install-printerdriver	0755	-rwxr-xr-x	root	root
file	/bin/instmodsh	0755	-rwxr-xr-x	root	root
file	/bin/intel-virtual-output	0755	-rwxr-xr-x	root	root
file	/bin/ionice	0755	-rwxr-xr-x	root	root
file	/bin/ip	0755	-rwxr-xr-x	root	root
file	/bin/ipcmk	0755	-rwxr-xr-x	root	root
file	/bin/ipcrm	0755	-rwxr-xr-x	root	root
file	/bin/ipcs	0755	-rwxr-xr-x	root	root
file	/bin/ipod-read-sysinfo-extended	0755	-rwxr-xr-x	root	root
file	/bin/ipod-time-sync	0755	-rwxr-xr-x	root	root
file	/bin/ippfind	0755	-rwxr-xr-x	root	root
file	/bin/ipptool	0755	-rwxr-xr-x	root	root
link	/bin/iptables-xml	0777	lrwxrwxrwx	root	root
link	/bin/irb	0777	lrwxrwxrwx	root	root
file	/bin/irb2.7	0755	-rwxr-xr-x	root	root
file	/bin/ischroot	0755	-rwxr-xr-x	root	root
file	/bin/isdv4-serial-debugger	0755	-rwxr-xr-x	root	root
file	/bin/isdv4-serial-inputattach	0755	-rwxr-xr-x	root	root
file	/bin/isodump	0755	-rwxr-xr-x	root	root
file	/bin/isoinfo	0755	-rwxr-xr-x	root	root
file	/bin/isovfy	0755	-rwxr-xr-x	root	root
file	/bin/ispell-wrapper	0755	-rwxr-xr-x	root	root
file	/bin/isutf8	0755	-rwxr-xr-x	root	root
link	/bin/jadetex	0777	lrwxrwxrwx	root	root
file	/bin/join	0755	-rwxr-xr-x	root	root
file	/bin/journalctl	0755	-rwxr-xr-x	root	root
file	/bin/jpegtopnm	0755	-rwxr-xr-x	root	root
file	/bin/jpgicc	0755	-rwxr-xr-x	root	root
file	/bin/jq	0755	-rwxr-xr-x	root	root
link	/bin/json2yaml	0777	lrwxrwxrwx	root	root
