name	version	resolved	integrity	requires	depend_on_name	depend_on_version	depend_on_resolved	depend_on_integrity	depend_on_requires
mdn-data	2.0.4	https://registry.npmjs.org/mdn-data/-/mdn-data-2.0.4.tgz	sha512-iV3XNKw06j5Q7mi6h+9vbx23Tv7JkjEVgKHW4pimwyDGWm0OIQntJJ+u1C6mg6mK1EaTv42XQ7w76yuzH7M2cA==						
crc	3.8.0	https://registry.npmjs.org/crc/-/crc-3.8.0.tgz	sha512-iX3mfgcTMIq3ZKLIsVFAbv7+Mc10kxabAGQb8HvjA1o3T1PIYprbakQ65d3I+2HGHt6nSKkM9PYjgoJO2KcFBQ==		buffer	5.6.0	https://registry.npmjs.org/buffer/-/buffer-5.6.0.tgz	sha512-/gDYp/UtU0eA1ys8bOs9J6a+E/KWIY+DZ+Q2WESNUA0jFRsJOc0SNUO6xJ5SGA1xueg3NL65W6s+NY5l9cunuw==	base64-js:^1.0.2,ieee754:^1.1.4
resolve	1.17.0	https://registry.npmjs.org/resolve/-/resolve-1.17.0.tgz	sha512-ic+7JYiV8Vi2yzQGFWOkiZD5Z9z7O2Zhm9XMaTxdJExKasieFCr+yXZ/WmXsckHiKl12ar0y6XiXDx3m4RHn1w==	path-parse:^1.0.6					
ripemd160	2.0.2	https://registry.npmjs.org/ripemd160/-/ripemd160-2.0.2.tgz	sha512-ii4iagi25WusVoiC4B4lq7pbXfAp3D9v5CwfkY33vffw2+pkDjY1D8GaN7spsxvCSx8dkPqOZCEZyfxcmJG2IA==	hash-base:^3.0.0,inherits:^2.0.1					
vue-router	3.4.5	https://registry.npmjs.org/vue-router/-/vue-router-3.4.5.tgz	sha512-ioRY5QyDpXM9TDjOX6hX79gtaMXSVDDzSlbIlyAmbHNteIL81WIVB2e+jbzV23vzxtoV0krdS2XHm+GxFg+Nxg==						
regenerate	1.4.1	https://registry.npmjs.org/regenerate/-/regenerate-1.4.1.tgz	sha512-j2+C8+NtXQgEKWk49MMP5P/u2GhnahTtVkRIHr5R5lVRlbKvmQ+oS+A5aLKWp2ma5VkT8sh6v+v4hbH0YHR66A==						
postcss-minify-font-values	4.0.2	https://registry.npmjs.org/postcss-minify-font-values/-/postcss-minify-font-values-4.0.2.tgz	sha512-j85oO6OnRU9zPf04+PZv1LYIYOprWm6IA6zkXkrJXyRveDEuQggG6tvoy8ir8ZwjLxLuGfNkCZEQG7zan+Hbtg==		postcss-value-parser	3.3.1	https://registry.npmjs.org/postcss-value-parser/-/postcss-value-parser-3.3.1.tgz	sha512-pISE66AbVkp4fDQ7VHBwRNXzAAKJjw4Vw7nWI/+Q3vuly7SNfgYXvm6i5IgFylHGK5sP/xHAbB7N49OS4gWNyQ==	
unicode-canonical-property-names-ecmascript	1.0.4	https://registry.npmjs.org/unicode-canonical-property-names-ecmascript/-/unicode-canonical-property-names-ecmascript-1.0.4.tgz	sha512-jDrNnXWHd4oHiTZnx/ZG7gtUTVp+gCcTTKr8L0HjlwphROEW3+Him+IpvC+xcJEFegapiMZyZe02CyuOnRmbnQ==						
chownr	1.1.4	https://registry.npmjs.org/chownr/-/chownr-1.1.4.tgz	sha512-jJ0bqzaylmJtVnNgzTeSOs8DPavpbYgEr/b0YL8/2GO3xJEhInFmhKMUnEJQjZumK7KXGFhUy89PrsJWlakBVg==						
object-inspect	1.8.0	https://registry.npmjs.org/object-inspect/-/object-inspect-1.8.0.tgz	sha512-jLdtEOB112fORuypAyl/50VRVIBIdVQOSUUGQHzJ4xBSbit81zRarz7GThkEFZy1RceYrWYcPcBFPQwHyAc1gA==						
css-select-base-adapter	0.1.1	https://registry.npmjs.org/css-select-base-adapter/-/css-select-base-adapter-0.1.1.tgz	sha512-jQVeeRG70QI08vSTwf1jHxp74JoZsr2XSgETae8/xC8ovSnL2WF87GTLO86Sbwdt2lK4Umg4HnnwMO4YF3Ce7w==						
tmp	0.0.33	https://registry.npmjs.org/tmp/-/tmp-0.0.33.tgz	sha512-jRCJlojKnZ3addtTOjdIqoRuPEKBvNXcGYqzO6zWZX8KfKEpnGY5jfggJQ3EjKuu8D4bJRr0y+cYJFmYbImXGw==	os-tmpdir:~1.0.2					
babel-plugin-dynamic-import-node	2.3.3	https://registry.npmjs.org/babel-plugin-dynamic-import-node/-/babel-plugin-dynamic-import-node-2.3.3.tgz	sha512-jZVI+s9Zg3IqA/kdi0i6UDCybUI3aSBLnglhYbSSjKlV7yF1F/5LWv8MakQmvYpnbJDS6fcBL2KzHSxNCMtWSQ==	object.assign:^4.1.0					
compression	1.7.4	https://registry.npmjs.org/compression/-/compression-1.7.4.tgz	sha512-jaSIDzP9pZVS4ZfQ+TzvtiWhdpFhE2RDHz8QJkpX9SIpLq88VueF5jJw6t+6CUQcAoA6t+x89MLrWAqpfDE8iQ==		bytes	3.0.0	https://registry.npmjs.org/bytes/-/bytes-3.0.0.tgz	sha1-0ygVQE1olpn4Wk6k+odV3ROpYEg=	
compression	1.7.4	https://registry.npmjs.org/compression/-/compression-1.7.4.tgz	sha512-jaSIDzP9pZVS4ZfQ+TzvtiWhdpFhE2RDHz8QJkpX9SIpLq88VueF5jJw6t+6CUQcAoA6t+x89MLrWAqpfDE8iQ==		debug	2.6.9	https://registry.npmjs.org/debug/-/debug-2.6.9.tgz	sha512-bC7ElrdJaJnPbAP+1EotYvqZsb3ecl5wi6Bfi6BJTUcNowp6cvspg0jXznRTKDjm/E7AdgFBVeAPVMNcKGsHMA==	ms:2.0.0
compression	1.7.4	https://registry.npmjs.org/compression/-/compression-1.7.4.tgz	sha512-jaSIDzP9pZVS4ZfQ+TzvtiWhdpFhE2RDHz8QJkpX9SIpLq88VueF5jJw6t+6CUQcAoA6t+x89MLrWAqpfDE8iQ==		ms	2.0.0	https://registry.npmjs.org/ms/-/ms-2.0.0.tgz	sha1-VgiurfwAvmwpAd9fmGF4jeDVl8g=	
compression	1.7.4	https://registry.npmjs.org/compression/-/compression-1.7.4.tgz	sha512-jaSIDzP9pZVS4ZfQ+TzvtiWhdpFhE2RDHz8QJkpX9SIpLq88VueF5jJw6t+6CUQcAoA6t+x89MLrWAqpfDE8iQ==		safe-buffer	5.1.2	https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz	sha512-Gd2UZBJDkXlY7GbJxfsE8/nvKkUEU1G38c1siN6QP6a9PT9MmHB8GnpscSmMJSoF8LOIrt8ud/wPtojys4G6+g==	
stable	0.1.8	https://registry.npmjs.org/stable/-/stable-0.1.8.tgz	sha512-ji9qxRnOVfcuLDySj9qzhGSEFVobyt1kIOSkj1qZzYLzq7Tos/oUUWvotUPQLlrsidqsK6tBH89Bc9kL5zHA6w==						
@types/node	14.11.2	https://registry.npmjs.org/@types/node/-/node-14.11.2.tgz	sha512-jiE3QIxJ8JLNcb1Ps6rDbysDhN4xa8DJJvuC9prr6w+1tIh+QAbYyNF3tyiZNLDBIuBCf4KEcV2UvQm/V60xfA==						
domain-browser	1.2.0	https://registry.npmjs.org/domain-browser/-/domain-browser-1.2.0.tgz	sha512-jnjyiM6eRyZl2H+W8Q/zLMA481hzi0eszAaBUzIVnmYVDBbnLxVNnfu1HgEBvCbL+71FrxMl3E6lpKH7Ge3OXA==						
duplexer	0.1.2	https://registry.npmjs.org/duplexer/-/duplexer-0.1.2.tgz	sha512-jtD6YG370ZCIi/9GTaJKQxWTZD045+4R4hTk/x1UyoqadyJ9x9CgSi1RlVDQF8U2sxLLSnFkCaMihqljHIWgMg==						
define-property	2.0.2	https://registry.npmjs.org/define-property/-/define-property-2.0.2.tgz	sha512-jwK2UV4cnPpbcG7+VRARKTZPUWowwXA8bzH5NP6ud0oeAxyYPuGZUAC7hMugpCdz4BeSZl2Dl9k66CHJ/46ZYQ==		is-accessor-descriptor	1.0.0	https://registry.npmjs.org/is-accessor-descriptor/-/is-accessor-descriptor-1.0.0.tgz	sha512-m5hnHTkcVsPfqx3AKlyttIPb7J+XykHvJP2B9bZDjlhLIoEq4XoK64Vg7boZlVWYK6LUY94dYPEE7Lh0ZkZKcQ==	kind-of:^6.0.0
define-property	2.0.2	https://registry.npmjs.org/define-property/-/define-property-2.0.2.tgz	sha512-jwK2UV4cnPpbcG7+VRARKTZPUWowwXA8bzH5NP6ud0oeAxyYPuGZUAC7hMugpCdz4BeSZl2Dl9k66CHJ/46ZYQ==		is-data-descriptor	1.0.0	https://registry.npmjs.org/is-data-descriptor/-/is-data-descriptor-1.0.0.tgz	sha512-jbRXy1FmtAoCjQkVmIVYwuuqDFUbaOeDjmed1tOGPrsMhtJA4rD9tkgA0F1qJ3gRFRXcHYVkdeaP50Q5rE/jLQ==	kind-of:^6.0.0
define-property	2.0.2	https://registry.npmjs.org/define-property/-/define-property-2.0.2.tgz	sha512-jwK2UV4cnPpbcG7+VRARKTZPUWowwXA8bzH5NP6ud0oeAxyYPuGZUAC7hMugpCdz4BeSZl2Dl9k66CHJ/46ZYQ==		is-descriptor	1.0.2	https://registry.npmjs.org/is-descriptor/-/is-descriptor-1.0.2.tgz	sha512-2eis5WqQGV7peooDyLmNEPUrps9+SXX5c9pL3xEB+4e9HnGuDa7mB7kHxHw4CbqS9k1T2hOH3miL8n8WtiYVtg==	is-accessor-descriptor:^1.0.0,is-data-descriptor:^1.0.0,kind-of:^6.0.2
inherits	2.0.4	https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz	sha512-k/vGaX4/Yla3WzyMCvTQOXYeIHvqOKtnqBduzTHpzpQZzAskKMhZ2K+EnBiSM9zGSoIFeMpXKxa4dYeZIQqewQ==						
webpackbar	4.0.0	https://registry.npmjs.org/webpackbar/-/webpackbar-4.0.0.tgz	sha512-k1qRoSL/3BVuINzngj09nIwreD8wxV4grcuhHTD8VJgUbGcy8lQSPqv+bM00B7F+PffwIsQ8ISd4mIwRbr23eQ==		chalk	2.4.2	https://registry.npmjs.org/chalk/-/chalk-2.4.2.tgz	sha512-Mti+f9lpJNcwF4tWV8/OrTTtF1gZi+f8FqlyAdouralcFWFQWF2+NgCHShjkCb+IFBLq9buZwE1xckQU4peSuQ==	ansi-styles:^3.2.1,escape-string-regexp:^1.0.5,supports-color:^5.3.0
shebang-command	2.0.0	https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz	sha512-kHxr2zZpYtdmrN1qDjrrX/Z1rR1kG8Dx+gkpK1G4eXmvXswmcE1hTWBWYUzlraYw1/yZp6YuDY77YtvbN0dmDA==	shebang-regex:^3.0.0					
esutils	2.0.3	https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz	sha512-kVscqXk4OCp68SZ0dkgEKVi6/8ij300KBWTJq32P/dYeWTSwK41WyTxalN1eRmA5Z9UU/LX9D7FWSmV9SAYx6g==						
@babel/preset-env	7.11.5	https://registry.npmjs.org/@babel/preset-env/-/preset-env-7.11.5.tgz	sha512-kXqmW1jVcnB2cdueV+fyBM8estd5mlNfaQi6lwLgRwCby4edpavgbFhiBNjmWA3JpB/yZGSISa7Srf+TwxDQoA==		semver	5.7.1	https://registry.npmjs.org/semver/-/semver-5.7.1.tgz	sha512-sauaDf/PZdVgrLTNYHRtpXa1iRiKcaebiKQ1BJdpQlWH2lCvexQdX55snPFyK7QzpudqbCI0qXFfOasHdyNDGQ==	
onetime	5.1.2	https://registry.npmjs.org/onetime/-/onetime-5.1.2.tgz	sha512-kbpaSSGJTWdAY5KPVeMOKXSrPtr8C8C7wodJbcsd51jRnmD+GZu8Y0VoU6Dm5Z4vWr0Ig/1NKuWRKf7j5aaYSg==		mimic-fn	2.1.0	https://registry.npmjs.org/mimic-fn/-/mimic-fn-2.1.0.tgz	sha512-OqbOk5oEQeAZ8WXWydlu9HJjz9WVdEIvamMCcXmuqUYjTknH/sqsWvhQ3vgwKFRR1HpjvNBKQ37nbJgYzGqGcg==	
git-up	4.0.2	https://registry.npmjs.org/git-up/-/git-up-4.0.2.tgz	sha512-kbuvus1dWQB2sSW4cbfTeGpCMd8ge9jx9RKnhXhuJ7tnvT+NIrTVfYZxjtflZddQYcmdOTlkAcjmx7bor+15AQ==	is-ssh:^1.3.0,parse-url:^5.0.0					
diffie-hellman	5.0.3	https://registry.npmjs.org/diffie-hellman/-/diffie-hellman-5.0.3.tgz	sha512-kqag/Nl+f3GwyK25fhUMYj81BUOrZ9IuJsjIcDE5icNM9FJHAVm3VcUDxdLPoQtTuUylWm6ZIknYJwwaPxsUzg==		bn.js	4.11.9	https://registry.npmjs.org/bn.js/-/bn.js-4.11.9.tgz	sha512-E6QoYqCKZfgatHTdHzs1RRKP7ip4vvm+EyRUeE2RF0NblwVvb0p6jSVeNTOFxPn26QXN2o6SMfNxKp6kU8zQaw==	
fast-glob	3.2.4	https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.4.tgz	sha512-kr/Oo6PX51265qeuCYsyGypiO5uJFgBS0jksyG7FUeCyQzNwYnzrNIMR1NXfkZXsMYXYLRAHgISHBz8gQcxKHQ==		braces	3.0.2	https://registry.npmjs.org/braces/-/braces-3.0.2.tgz	sha512-b8um+L1RzM3WDSzvhm6gIz1yfTbBt6YTlcEKAvsmqCZZFw46z626lVj9j1yEPW33H5H+lBQpZMP1k8l+78Ha0A==	fill-range:^7.0.1
fast-glob	3.2.4	https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.4.tgz	sha512-kr/Oo6PX51265qeuCYsyGypiO5uJFgBS0jksyG7FUeCyQzNwYnzrNIMR1NXfkZXsMYXYLRAHgISHBz8gQcxKHQ==		fill-range	7.0.1	https://registry.npmjs.org/fill-range/-/fill-range-7.0.1.tgz	sha512-qOo9F+dMUmC2Lcb4BbVvnKJxTPjCm+RRpe4gDuGrzkL7mEVl/djYSu2OdQ2Pa302N4oqkSg9ir6jaLWJ2USVpQ==	to-regex-range:^5.0.1
fast-glob	3.2.4	https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.4.tgz	sha512-kr/Oo6PX51265qeuCYsyGypiO5uJFgBS0jksyG7FUeCyQzNwYnzrNIMR1NXfkZXsMYXYLRAHgISHBz8gQcxKHQ==		is-number	7.0.0	https://registry.npmjs.org/is-number/-/is-number-7.0.0.tgz	sha512-41Cifkg6e8TylSpdtTpeLVMqvSBEVzTttHvERD741+pnZ8ANv0004MRL43QKPDlK9cGvNp6NZWZUBlbGXYxxng==	
fast-glob	3.2.4	https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.4.tgz	sha512-kr/Oo6PX51265qeuCYsyGypiO5uJFgBS0jksyG7FUeCyQzNwYnzrNIMR1NXfkZXsMYXYLRAHgISHBz8gQcxKHQ==		micromatch	4.0.2	https://registry.npmjs.org/micromatch/-/micromatch-4.0.2.tgz	sha512-y7FpHSbMUMoyPbYUSzO6PaZ6FyRnQOpHuKwbo1G+Knck95XVU4QAiKdGEnj5wwoS7PlOgthX/09u5iFJ+aYf5Q==	braces:^3.0.1,picomatch:^2.0.5
fast-glob	3.2.4	https://registry.npmjs.org/fast-glob/-/fast-glob-3.2.4.tgz	sha512-kr/Oo6PX51265qeuCYsyGypiO5uJFgBS0jksyG7FUeCyQzNwYnzrNIMR1NXfkZXsMYXYLRAHgISHBz8gQcxKHQ==		to-regex-range	5.0.1	https://registry.npmjs.org/to-regex-range/-/to-regex-range-5.0.1.tgz	sha512-65P7iz6X5yEr1cwcgvQxbbIw7Uk3gOy5dIdtZ4rDveLqhrdJP+Li/Hx6tyK0NEb+2GCyneCMJiGqrADCSNk8sQ==	is-number:^7.0.0
restore-cursor	3.1.0	https://registry.npmjs.org/restore-cursor/-/restore-cursor-3.1.0.tgz	sha512-l+sSefzHpj5qimhFSE5a8nufZYAM3sBSVMAPtYkmC+4EH2anSGaEMXSD0izRQbu9nfyQ9y5JrVmp7E8oZrUjvA==	onetime:^5.1.0,signal-exit:^3.0.2					
hex-color-regex	1.1.0	https://registry.npmjs.org/hex-color-regex/-/hex-color-regex-1.1.0.tgz	sha512-l9sfDFsuqtOqKDsQdqrMRk0U85RZc0RtOR9yPI7mRVOa4FsR/BVnZ0shmQRM96Ji99kYZP/7hn1cedc1+ApsTQ==						
ajv	6.12.5	https://registry.npmjs.org/ajv/-/ajv-6.12.5.tgz	sha512-lRF8RORchjpKG50/WFf8xmg7sgCLFiYNNnqdKflk63whMQcWR5ngGjiSXkL9bjxy6B2npOK2HSMN49jEBMSkag==	fast-deep-equal:^3.1.1,fast-json-stable-stringify:^2.0.0,json-schema-traverse:^0.4.1,uri-js:^4.2.2					
fs-memo	1.0.1	https://registry.npmjs.org/fs-memo/-/fs-memo-1.0.1.tgz	sha512-lV4dUPsyJHVgD3g0loRj+ClZQnb8eUQN0olNWgmYbq+ch4ponSMBI+l4l72l9krHakhq79QLCzPJMko+qpvmTQ==						
@babel/plugin-syntax-json-strings	7.8.3	https://registry.npmjs.org/@babel/plugin-syntax-json-strings/-/plugin-syntax-json-strings-7.8.3.tgz	sha512-lY6kdGpWHvjoe2vk4WrAapEuBR69EMxZl+RoGRhrFGNYVK8mOPAW8VfbT/ZgrFbXlDNiiaxQnAtgVCZ6jv30EA==	@babel/helper-plugin-utils:^7.8.0					
@vue/component-compiler-utils	3.2.0	https://registry.npmjs.org/@vue/component-compiler-utils/-/component-compiler-utils-3.2.0.tgz	sha512-lejBLa7xAMsfiZfNp7Kv51zOzifnb29FwdnMLa96z26kXErPFioSf9BMcePVIQ6/Gc6/mC0UrPpxAWIHyae0vw==		hash-sum	1.0.2	https://registry.npmjs.org/hash-sum/-/hash-sum-1.0.2.tgz	sha1-M7QHd3VMZDJXPBIMw4CLvRDUfwQ=	
@vue/component-compiler-utils	3.2.0	https://registry.npmjs.org/@vue/component-compiler-utils/-/component-compiler-utils-3.2.0.tgz	sha512-lejBLa7xAMsfiZfNp7Kv51zOzifnb29FwdnMLa96z26kXErPFioSf9BMcePVIQ6/Gc6/mC0UrPpxAWIHyae0vw==		lru-cache	4.1.5	https://registry.npmjs.org/lru-cache/-/lru-cache-4.1.5.tgz	sha512-sWZlbEP2OsHNkXrMl5GYk/jKk70MBng6UU4YI/qGDYbgf6YbP4EvmqISbXCoJiRKs+1bSpFHVgQxvJ17F2li5g==	pseudomap:^1.0.2,yallist:^2.1.2
@vue/component-compiler-utils	3.2.0	https://registry.npmjs.org/@vue/component-compiler-utils/-/component-compiler-utils-3.2.0.tgz	sha512-lejBLa7xAMsfiZfNp7Kv51zOzifnb29FwdnMLa96z26kXErPFioSf9BMcePVIQ6/Gc6/mC0UrPpxAWIHyae0vw==		source-map	0.6.1	https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz	sha512-UjgapumWlbMhkBgzT7Ykc5YXUT46F0iKu8SGXq0bcwP5dz/h0Plj6enJqjz1Zbq2l5WaqYnrVbwWOWMyF3F47g==	
@vue/component-compiler-utils	3.2.0	https://registry.npmjs.org/@vue/component-compiler-utils/-/component-compiler-utils-3.2.0.tgz	sha512-lejBLa7xAMsfiZfNp7Kv51zOzifnb29FwdnMLa96z26kXErPFioSf9BMcePVIQ6/Gc6/mC0UrPpxAWIHyae0vw==		yallist	2.1.2	https://registry.npmjs.org/yallist/-/yallist-2.1.2.tgz	sha1-HBH5IY8HYImkfdUS+TxmmaaoHVI=	
webpack-sources	1.4.3	https://registry.npmjs.org/webpack-sources/-/webpack-sources-1.4.3.tgz	sha512-lgTS3Xhv1lCOKo7SA5TjKXMjpSM4sBjNV5+q2bqesbSPs5FjGmU6jjtBSkX9b4qW87vDIsCIlUPOEhbZrMdjeQ==		source-map	0.6.1	https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz	sha512-UjgapumWlbMhkBgzT7Ykc5YXUT46F0iKu8SGXq0bcwP5dz/h0Plj6enJqjz1Zbq2l5WaqYnrVbwWOWMyF3F47g==	
postcss-pseudo-class-any-link	6.0.0	https://registry.npmjs.org/postcss-pseudo-class-any-link/-/postcss-pseudo-class-any-link-6.0.0.tgz	sha512-lgXW9sYJdLqtmw23otOzrtbDXofUdfYzNm4PIpNE322/swES3VU9XlXHeJS46zT2onFO7V1QFdD4Q9LiZj8mew==		cssesc	2.0.0	https://registry.npmjs.org/cssesc/-/cssesc-2.0.0.tgz	sha512-MsCAG1z9lPdoO/IUMLSBWBSVxVtJ1395VGIQ+Fc2gNdkQ1hNDnQdw3YhA71WJCBW1vdwA0cAnk/DnW6bqoEUYg==	
postcss-pseudo-class-any-link	6.0.0	https://registry.npmjs.org/postcss-pseudo-class-any-link/-/postcss-pseudo-class-any-link-6.0.0.tgz	sha512-lgXW9sYJdLqtmw23otOzrtbDXofUdfYzNm4PIpNE322/swES3VU9XlXHeJS46zT2onFO7V1QFdD4Q9LiZj8mew==		postcss-selector-parser	5.0.0	https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-5.0.0.tgz	sha512-w+zLE5Jhg6Liz8+rQOWEAwtwkyqpfnmsinXjXg6cY7YIONZZtgvE0v2O0uhQBs0peNomOJwWRKt6JBfTdTd3OQ==	cssesc:^2.0.0,indexes-of:^1.0.1,uniq:^1.0.1
fast-json-stable-stringify	2.1.0	https://registry.npmjs.org/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz	sha512-lhd/wF+Lk98HZoTCtlVraHtfh5XYijIjalXck7saUtuanSDyLMxnHhSXEDJqHxD7msR8D0uCmqlkwjCV8xvwHw==						
loose-envify	1.4.0	https://registry.npmjs.org/loose-envify/-/loose-envify-1.4.0.tgz	sha512-lyuxPGr/Wfhrlem2CL/UcnUc1zcqKAImBDzukY7Y5F/yQiNdko6+fRLevlw1HgMySw7f611UIY408EtxRSoK3Q==	js-tokens:^3.0.0 || ^4.0.0					
escalade	3.1.0	https://registry.npmjs.org/escalade/-/escalade-3.1.0.tgz	sha512-mAk+hPSO8fLDkhV7V0dXazH5pDc6MrjBTPyD3VeKzxnVFjH1MIxbCdqGZB9O8+EwWakZs3ZCbDS4IpRt79V1ig==						
express	4.17.1	https://registry.npmjs.org/express/-/express-4.17.1.tgz	sha512-mHJ9O79RqluphRrcw2X/GTh3k9tVv8YcoyY4Kkh4WDMUYKRZUq0h1o0w2rrrxBqM7VoeUVqgb27xlEMXTnYt4g==		debug	2.6.9	https://registry.npmjs.org/debug/-/debug-2.6.9.tgz	sha512-bC7ElrdJaJnPbAP+1EotYvqZsb3ecl5wi6Bfi6BJTUcNowp6cvspg0jXznRTKDjm/E7AdgFBVeAPVMNcKGsHMA==	ms:2.0.0
express	4.17.1	https://registry.npmjs.org/express/-/express-4.17.1.tgz	sha512-mHJ9O79RqluphRrcw2X/GTh3k9tVv8YcoyY4Kkh4WDMUYKRZUq0h1o0w2rrrxBqM7VoeUVqgb27xlEMXTnYt4g==		ms	2.0.0	https://registry.npmjs.org/ms/-/ms-2.0.0.tgz	sha1-VgiurfwAvmwpAd9fmGF4jeDVl8g=	
express	4.17.1	https://registry.npmjs.org/express/-/express-4.17.1.tgz	sha512-mHJ9O79RqluphRrcw2X/GTh3k9tVv8YcoyY4Kkh4WDMUYKRZUq0h1o0w2rrrxBqM7VoeUVqgb27xlEMXTnYt4g==		safe-buffer	5.1.2	https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz	sha512-Gd2UZBJDkXlY7GbJxfsE8/nvKkUEU1G38c1siN6QP6a9PT9MmHB8GnpscSmMJSoF8LOIrt8ud/wPtojys4G6+g==	
base64-js	1.3.1	https://registry.npmjs.org/base64-js/-/base64-js-1.3.1.tgz	sha512-mLQ4i2QO1ytvGWFWmcngKO//JXAQueZvwEKtjgQFM4jIK0kU+ytMfplL8j+n5mspOfjHwoAg+9yhb7BwAHm36g==						
anymatch	3.1.1	https://registry.npmjs.org/anymatch/-/anymatch-3.1.1.tgz	sha512-mM8522psRCqzV+6LhomX5wgp25YVibjh8Wj23I5RPkPppSVSjyKD2A2mBJmWGa+KN7f2D6LNh9jkBCeyLktzjg==	normalize-path:^3.0.0,picomatch:^2.0.4					
shell-quote	1.7.2	https://registry.npmjs.org/shell-quote/-/shell-quote-1.7.2.tgz	sha512-mRz/m/JVscCrkMyPqHc/bczi3OQHkLTqXHEFu0zDhK/qfv3UcOA4SVmRCLmos4bhjr9ekVQubj/R7waKapmiQg==						
chardet	0.7.0	https://registry.npmjs.org/chardet/-/chardet-0.7.0.tgz	sha512-mT8iDcrh03qDGRRmoA2hmBJnxpllMR+0/0qlzjqZES6NdiWDcZkCNAk4rPFZ9Q85r27unkiNNg8ZOiwZXBHwcA==						
snapdragon-util	3.0.1	https://registry.npmjs.org/snapdragon-util/-/snapdragon-util-3.0.1.tgz	sha512-mbKkMdQKsjX4BAL4bRYTj21edOf8cN7XHdYUJEe+Zn99hVEYcMvKPct1IqNe7+AZPirn8BCDOQBHQZknqmKlZQ==		kind-of	3.2.2	https://registry.npmjs.org/kind-of/-/kind-of-3.2.2.tgz	sha1-MeohpzS6ubuw8yRm2JOupR5KPGQ=	is-buffer:^1.1.5
create-ecdh	4.0.4	https://registry.npmjs.org/create-ecdh/-/create-ecdh-4.0.4.tgz	sha512-mf+TCx8wWc9VpuxfP2ht0iSISLZnt0JgWlrOKZiNqyUZWnjIaCIVNQArMHnCZKfEYRg6IM7A+NeJoN8gf/Ws0A==		bn.js	4.11.9	https://registry.npmjs.org/bn.js/-/bn.js-4.11.9.tgz	sha512-E6QoYqCKZfgatHTdHzs1RRKP7ip4vvm+EyRUeE2RF0NblwVvb0p6jSVeNTOFxPn26QXN2o6SMfNxKp6kU8zQaw==	
levenary	1.1.1	https://registry.npmjs.org/levenary/-/levenary-1.1.1.tgz	sha512-mkAdOIt79FD6irqjYSs4rdbnlT5vRonMEvBVPVb3XmevfS8kgRXwfes0dhPdEtzTWD/1eNE/Bm/G1iRt6DcnQQ==	leven:^3.1.0					
@babel/plugin-transform-modules-umd	7.10.4	https://registry.npmjs.org/@babel/plugin-transform-modules-umd/-/plugin-transform-modules-umd-7.10.4.tgz	sha512-mohW5q3uAEt8T45YT7Qc5ws6mWgJAaL/8BfWD9Dodo1A3RKWli8wTS+WiQ/knF+tXlPirW/1/MqzzGfCExKECA==	@babel/helper-module-transforms:^7.10.4,@babel/helper-plugin-utils:^7.10.4					
json-parse-better-errors	1.0.2	https://registry.npmjs.org/json-parse-better-errors/-/json-parse-better-errors-1.0.2.tgz	sha512-mrqyZKfX5EhL7hvqcV6WG1yYjnjeuYDzDhhcAAUrq8Po85NBQBJP+ZDUT75qZQ98IkUoBqdkExkukOU7Ts2wrw==						
@babel/helper-optimise-call-expression	7.10.4	https://registry.npmjs.org/@babel/helper-optimise-call-expression/-/helper-optimise-call-expression-7.10.4.tgz	sha512-n3UGKY4VXwXThEiKrgRAoVPBMqeoPgHVqiHZOanAJCG9nQUL2pLRQirUzl0ioKclHGpGqRgIOkgcIJaIWLpygg==	@babel/types:^7.10.4					
get-stream	5.2.0	https://registry.npmjs.org/get-stream/-/get-stream-5.2.0.tgz	sha512-nBF+F1rAZVCu/p7rjzgA+Yb4lfYXrpl7a6VmJrU8wF9I1CKvP/QwPNZHnOlwbTkY6dvtFIzFMSyQXbLoTQPRpA==	pump:^3.0.0					
pkg-up	3.1.0	https://registry.npmjs.org/pkg-up/-/pkg-up-3.1.0.tgz	sha512-nDywThFk1i4BQK4twPQ6TA4RT8bDY96yeuCVBWL3ePARCiEKDRSrNGbFIgUJpLp+XeIR65v8ra7WuJOFUBtkMA==	find-up:^3.0.0					
@babel/helper-module-imports	7.10.4	https://registry.npmjs.org/@babel/helper-module-imports/-/helper-module-imports-7.10.4.tgz	sha512-nEQJHqYavI217oD9+s5MUBzk6x1IlvoS9WTPfgG43CbMEeStE0v+r+TucWdx8KFGowPGvyOkDT9+7DHedIDnVw==	@babel/types:^7.10.4					
